"address","rank","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","postalCode","street","reviewsCount","title","location/lat","location/lng","categoryName","price","totalScore"
"city p block, plaza, 444 Lahore-Islamabad Mtwy, Sheikhupura, Punjab, Pakistan","53","4","0","2","0","0",,"city p block, plaza, 444 Lahore-Islamabad Mtwy","6","Chunk and cheese","31.6381218","74.2106935","Bakery",,"3.7"
"J7F3+XH4, Pind Nizampura Dhaka, Lahore, Sheikhupura, Punjab, Pakistan","54","10","1","4","0","0",,"J7F3+XH4","15","AL_jannat bakers & sweets shop","31.624881","74.2539462","Bakery",,"3.9"
"J7HQ+P2G، MAIN G T, Wandala Rd, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","55","2","1","1","1","0",,"J7HQ+P2G، MAIN G T, Wandala Rd","5","Baba Khan Sweets And Bakers","31.6293161","74.2875689","Bakery",,"3.6"
"Add plot, Raiwind Rd, Lahore, Pakistan","38","11","4","2","3","0",,"Add plot, Raiwind Rd","20","Kitchen Cuisine","31.3635135","74.2343766","Bakery","$$$","4.1"
"J6GQ+M7, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan","56","1","0","0","0","0",,"J6GQ+M7","1","Imtiaz","31.6267195","74.2382598","Bakery",,"5"
"Block M 7 Lake City, Lahore, Punjab, Pakistan","39","641","319","58","97","35",,,"1150","Jalal Sons Lakecity","31.3531875","74.2485625","Supermarket",,"4.3"
"J7CJ+CWF, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","57","1","0","0","0","0",,"J7CJ+CWF","1","Musa","31.621061","74.2823103","Bakery",,"5"
"969R+CPC, Main Blvd, Block A Fazaia Housing Society, Lahore, Punjab, Pakistan","40","0","0","0","1","0",,"969R+CPC, Main Blvd","1","Gourmet Foods - Fazaia Housing Society","31.3685569","74.241779","Bakery",,"3"
"J7HH+WPP, Sui Gas Rd, Aziz Colony Shahdara Town, Lahore, Punjab, Pakistan","58","10","4","0","4","3",,"J7HH+WPP, Sui Gas Rd","21","New Manj Sweets & Bakers نیو منج سوئیٹس اینڈ بیکرز","31.6298333","74.2793145","Bakery",,"4"
"J6FQ+4F9, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan","59","2","0","1","0","0",,"J6FQ+4F9","3","Eminabadi Barfi & Sweet","31.6227772","74.2387424","Bakery",,"3.7"
"chowck jhalaran, Shahdara Town, Lahore, Punjab 54950, Pakistan","60",,,,,,"54950","chowck jhalaran","0","BABAR BAKERY","31.6272592","74.3012008","Bakery",,
"R753+RC2, Karkhana Bazar, Rehmanpura, Muridke, Sheikhupura, Punjab 54000, Pakistan","35",,,,,,"54000","R753+RC2, Karkhana Bazar","0","alam bks","31.8095216","74.2535107","Bakery",,
"RRCC+PHQ, Main St, Issar Kay, Sheikhupura, Punjab, Pakistan","21","1","0","0","0","0",,"RRCC+PHQ, Main St","1","Bahoo Sweets","31.8218416","73.8214721","Cake shop",,"5"
"J6JQ+2J3, Kot Abdul Malik, Lahore, Sheikhupura, Punjab, Pakistan","61","1","0","1","0","0",,"J6JQ+2J3","2","Meharazeem","31.6300202","74.2390477","Bakery",,"3"
"J7WR+3WC, Barkat Town Ferozewala, Lahore, Punjab, Pakistan","62","0","1","0","1","0",,"J7WR+3WC","2","Dory Bakers","31.6451758","74.2922772","Bakery",,"3.5"
"J7GJ+WQH, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","63","1","0","0","0","0",,"J7GJ+WQH","1","house of Mansha","31.6273171","74.2819839","Bakery",,"5"
"J7XH+W3F Husnain Chock, Imamia Colony Rd, Main Bazar Imamia Colony Shahdara, Lahore, Punjab 54950, Pakistan","64",,,,,,"54950","J7XH+W3F Husnain Chock, Imamia Colony Rd","0","Dory Bakers and Sweets","31.6498032","74.2776831","Bakery",,
"Main Bazar Rachna Town, Peoples Colony Ferozewala, Lahore, Punjab, Pakistan","65","2","0","1","0","0",,"Main Bazar Rachna Town","3","Delight sweets & bakers","31.6536831","74.2746316","Bakery",,"3.7"
"Block M 1 Lake City, Lahore, Punjab, Pakistan","42","75","47","14","13","6",,,"155","OD - Lake City","31.3540718","74.2516126","Donut shop",,"4.1"
"J7PM+F2C, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","66","2","0","0","0","0",,"J7PM+F2C","2","SUBHAN NAN SHOP","31.6361892","74.282531","Bakery",,"5"
"M7F9+GXW, Rana Town, Ferozewala, Sheikhupura, Punjab, Pakistan","67","1","0","0","0","0",,"M7F9+GXW","1","Shahi super store and bakers","31.6738638","74.2699483","Bakery",,"5"
"Dhupsari, Lahore, Punjab, Pakistan","44","4","1","0","1","0",,,"6","Rattala Bakers & Sweets","31.3382101","74.1489978","Bakery",,"4.5"
"J69Q+P99, Kot Abdul Malik, Lahore, Sheikhupura, Punjab, Pakistan","68","0","0","0","1","0",,"J69Q+P99","1","Mohsin sweet &baker","31.6192982","74.2384744","Bakery",,"3"
"299 New Lahore City Rd, Lahore, Punjab, Pakistan","45","1","0","0","0","0",,"299 New Lahore City Rd","1","Home made food","31.3424367","74.1517976","Bakery",,"5"
"Kalakhati road gio, Karoul Bharth, Shahdara, Sheikhupura, Punjab 54950, Pakistan","69",,,,,,"54950","Kalakhati road gio","0","A ONE SWEETS & BAKERS","31.6682647","74.316771","Bakery",,
"Raiwind Rd, opposite Lake City Main Boulevard, Adda plot Lahore, Punjab 53720, Pakistan","46","522","239","49","93","27","53720","Raiwind Rd, opposite Lake City Main Boulevard","930","Jawa Foods","31.3539707","74.2368424","Fast food restaurant",,"4.2"
"Shop No 9-B Canal Height main canal road AA Block, D Bahria Town, Lahore, 54000, Pakistan","47","21","0","0","0","0","54000","Shop No 9-B Canal Height main canal road AA Block","21","HASHMI GRAINS & BAKERS","31.3790284","74.1681751","Bakery",,"5"
"J6M6+C3M, Gulfishan Town, Lahore, Sheikhupura, Punjab, Pakistan","70","2","0","0","0","0",,"J6M6+C3M","2","Data Tradar","31.6338655","74.2108727","Bakery",,"5"
"96MH+7V3, Kot Bagh Lahore, Punjab, Pakistan","49","2","0","0","0","0",,"96MH+7V3","2","Amir dogar market","31.3831432","74.2296624","Bakery",,"5"
"86PP+RFJ, Raiwind Rd, Kot Araian, Lahore, Punjab, Pakistan","50","5","0","2","1","1",,"86PP+RFJ, Raiwind Rd","9","New Nasir Sweets","31.3370976","74.2361505","Bakery",,"3.6"
"Latif choke, Wandala Rd, Shahdara Town, Lahore, Punjab, Pakistan","71","2","2","0","0","0",,"Latif choke, Wandala Rd","4","Ali baba bakers","31.632393","74.2821767","Bakery",,"4.5"
"9568+954, Bahria Town, Lahore, Punjab, Pakistan","51","1","0","0","0","0",,"9568+954","1","Abrar","31.3608803","74.1655119","Bakery",,"5"
"J794+WJP, Main Bazar Rd, Pind Nizampura Dhaka, Lahore, Sheikhupura, Punjab, Pakistan","72",,,,,,,"J794+WJP, Main Bazar Rd","0","Saith sweets","31.6198458","74.2565797","Bakery",,
"117-A, gul mohar Bahria Town, Lahore, 54000, Pakistan","52","9","1","1","0","0","54000","117-A","11","Naan Mahal","31.3735527","74.1847311","Bakery",,"4.5"
"E, ghari chowk, sector Lavandus Block Bahria Town, Lahore, Punjab 53720, Pakistan","53",,,,,,"53720","E, ghari chowk","0","crazy bakers","31.3629818","74.1864295","Bakery",,
"J7JM+95J, Sui Gas Rd, Shahdara Town, Lahore, Punjab, Pakistan","73","3","0","0","0","0",,"J7JM+95J, Sui Gas Rd","3","BNS Food Point","31.6309632","74.2829022","Bakery",,"5"
"96F7+JW3, Eden Park Lahore, Punjab, Pakistan","54","0","1","0","0","0",,"96F7+JW3","1","S&S Cakery","31.3740213","74.2147866","Bakery",,"4"
"J6FJ+WQJ, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan","74","1","0","0","2","0",,"J6FJ+WQJ","3","Hafiz sweet Lal khooh kot Abdulmalik","31.624843","74.2319451","Bakery",,"3.7"
"95GC+JM2, AA-Block Aa Block Sector D Bahria Town, Lahore, Punjab, Pakistan","55",,,,,,,"95GC+JM2","0","Umer Bakery","31.3765007","74.1716511","Bakery",,
"Main service Rd Shahdara, Shahdara Town, Lahore, Punjab 54950, Pakistan","75",,,,,,"54950","Main service Rd Shahdara","0","MashaAllah Jaleibi House","31.6212007","74.2893408","Bakery",,
"95M4+366, Maraka Village, Lahore, Punjab, Pakistan","56",,,,,,,"95M4+366","0","Hamza bakery","31.3826727","74.1555208","Bakery",,
"Plot 77, Block H Fazaia Housing Society, Lahore, Punjab, Pakistan","57","1","0","0","1","0",,"Plot 77","2","Al Khan Sweets","31.3685458","74.2416027","Candy store",,"4"
"J7GC+XWP, Lajpat Rd, Shahdara Town, Lahore, Punjab, Pakistan","76",,,,,,,"J7GC+XWP, Lajpat Rd","0","Al-Azhar Sweet & Baker's","31.627466","74.2723176","Bakery",,
"M899+F34, Karoul Sheikhupura, Punjab, Pakistan","77",,,,,,,"M899+F34","0","Baba baga sweet&bakers","31.6686312","74.3176925","Bakery",,
"Shop #2, 81-B, Ground Floor, Rafi Block Commercial E, Lahore, Pakistan","58","75","9","6","3","1",,"Shop #2, 81-B, Ground Floor, Rafi Block Commercial E","94","Roti Shoti","31.365063","74.1873952","Bakery",,"4.6"
"J69Q+P99, Kot Abdul Malik, Lahore, Sheikhupura, Punjab, Pakistan","78","0","1","0","0","0",,"J69Q+P99","1","کوٹ عبدالمالک","31.6192983","74.2384744","Bakery",,"4"
"Raiwind Rd, Kot Araian, Lahore, Punjab, Pakistan","59",,,,,,,"Raiwind Rd","0","Taj Sweets","31.3366143","74.2360081","Bakery",,
"J7VP+X25, Kala Khatai Morr, Ali Park, Ferozewala, Lahore, Punjab, Pakistan","79","0","0","0","0","1",,"J7VP+X25, Kala Khatai Morr","1","Bella Sweets & Bakers","31.6448897","74.2851224","Bakery",,"2"
"95H7+WP5, Superior Services Housing Society, Lahore, Punjab, Pakistan","60","0","0","1","0","0",,"95H7+WP5","1","Mr. Chipps Fries, Roll, Samosas","31.3797524","74.1643652","Bakery",,"1"
"J8H4+CFC Ilamdin colony, Qaiser Town-Shahdara Town Rd, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","80",,,,,,,"J8H4+CFC Ilamdin colony, Qaiser Town-Shahdara Town Rd","0","Naveed karyana store","31.6285503","74.3061313","Bakery",,
"J6CJ+VHC, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan","81",,,,,,,"J6CJ+VHC","0","Bismillah Burger 🍔 And Shwarma point","31.6221999","74.231381","Bakery",,
"J6CM+5P4, Kot Abdul Malik, khurd, Punjab, Pakistan","82",,,,,,,"J6CM+5P4","0","Rizwan Nan Shop","31.6203805","74.2343305","Bakery",,
"79 AA GF Commercial Palazanear Beacon HouseSector D, Aa Block Sector D Bahria Town, Lahore, Punjab 53720, Pakistan","61","1","1","1","0","0","53720","79 AA GF Commercial Palazanear Beacon HouseSector D","3","Saim Naan Shop","31.3736449","74.1713157","Bakery",,"3.3"
"J7CJ+CWH, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","83",,,,,,,"J7CJ+CWH","0","Al Yousaf Tuck shop","31.6210671","74.2823724","Bakery",,
"966M+9QC, Chanar Courts, Lahore, Punjab, Pakistan","62",,,,,,,"966M+9QC","0","Rahat baker","31.3609372","74.23448","Bakery",,
"956P+JC6, Sector E Bahria Town, Lahore, Punjab, Pakistan","63","287","147","40","38","16",,"956P+JC6","528","Jalal Sons","31.3615487","74.1860276","Grocery store",,"4.2"
"M78G+X93, Shah Khalid Town Rd, Feroz Wala, Ferozewala, Sheikhupura, Punjab, Pakistan","84",,,,,,,"M78G+X93, Shah Khalid Town Rd","0","HABIB SWEETS AND GENERAL STORE","31.6673752","74.2759104","Bakery",,
"Arriyan Raiwind Rd, Kot Araian, Lahore, Punjab, Pakistan","64",,,,,,,"Arriyan Raiwind Rd","0","Shar e Rabbani sweet & bakers","31.3392026","74.2372282","Bakery",,
"Ground Floor, Nishter Block, Plaza No. 11, opposite Al Fateh, Sector E Commercial Area Bahria Town, Lahore, 53720, Pakistan","65","1","0","1","1","0","53720","Ground Floor, Nishter Block, Plaza No. 11, opposite Al Fateh","3","Eminabadi Barfi ایمن آبادی برفی","31.3611486","74.1868674","Bakery",,"3"
"J8H2+XJ7, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","85","1","0","1","0","0",,"J8H2+XJ7","2","Waheed jazal store","31.629912","74.3015449","Bakery",,"3"
"85Q3+6Q, Haweliyan Gujran Village, Lahore, Punjab, Pakistan","66",,,,,,,"85Q3+6Q","0","Arham bakes. Way","31.338036","74.154498","Bakery",,
"952C+28H, near cenima, secret F Bahria Town, Lahore, Punjab, Pakistan","67",,,,,,,"952C+28H, near cenima","0","Ghosia milk & sweets","31.3499574","74.1708855","Bakery",,
"J7WM+WGX GT Rd, Imamia Colony, Shahdara, Imamia Colony Rd, Lahore, Punjab 54950, Pakistan","86",,,,,,"54950","J7WM+WGX GT Rd, Imamia Colony, Shahdara, Imamia Colony Rd","0","Golden Pizza Burger","31.6473447","74.2838421","Bakery",,
"17km Raiwind Rd, Kot Araian, Lahore, Punjab, Pakistan","68","0","1","0","0","0",,"17km Raiwind Rd","1","Golgappa and Dahi bhalla house","31.3348841","74.2357802","Bakery",,"4"
"J79Q+VVJ, Saeed Park Shahdara Town, Shahdara, Lahore, Punjab 54950, Pakistan","87",,,,,,"54950","J79Q+VVJ","0","Discover Yourself","31.6197048","74.2896384","Cookie shop",,
"grand mosque btl, e, Lavandus Block Bahria Town, Lahore, Punjab 53720, Pakistan","69",,,,,,"53720","grand mosque btl, e","0","DOUGH DELIGHTS","31.362808","74.1864427","Bakery",,
"J7RP+G4F, Barkat Town Stop, Link Rd, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","88",,,,,,,"J7RP+G4F, Barkat Town Stop, Link Rd","0","LAHORE SWEET & BAKER","31.641306","74.285298","Bakery",,
"Plaza# 62, adj. DRUGSHOP, near Grand Mosque, Sector C Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","70",,,,,,"53720","Plaza# 62, adj. DRUGSHOP, near Grand Mosque","0","Layers","31.3703596","74.1857102","Bakery",,
"J6P5+92W, Jinnah Avenue،, Gulfishan Town, Sheikhupura, Punjab, Pakistan","89","0","1","0","0","0",,"J6P5+92W, Jinnah Avenue،","1","Food Corner","31.6359858","74.2075892","Bakery",,"4"
"959G+QPR, Sector C Janiper Block Sector C Bahria Town, Lahore, Punjab, Pakistan","71",,,,,,,"959G+QPR","0","Shan haider","31.369487","74.1767673","Bakery",,
"R-239, R block Lahore-Islamabad Mtwy, city, Sheikhupura, Punjab, Pakistan","90",,,,,,,"R-239, R block Lahore-Islamabad Mtwy","0","Bismillah Abbasi Naan Shop","31.6410371","74.2176189","Bakery",,
"Nishtar Commercial Plaza No. 6 near clock tower Sector E bahria, town, Lahore, Pakistan","72","250","72","28","32","8",,"Nishtar Commercial Plaza No. 6 near clock tower Sector E bahria","390","Coffee Planet & Italian Pizzeria - Bahria Town","31.3617693","74.1867841","Restaurant",,"4.3"
"J7HQ+6HQ, Lahore Rd, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","91",,,,,,,"J7HQ+6HQ, Lahore Rd","0","طارق ٹریڈر","31.6280267","74.2888383","Bakery",,
"Shiekh Kot, near Eiffel Tower, Bahria Town, Lahore, Punjab, Pakistan","73","1","0","1","0","0",,"Shiekh Kot, near Eiffel Tower","2","Choice corner dahi bhalla and cream cart","31.3531517","74.1866217","Bakery",,"3"
"sardar market islam nagar canal Road Lahore LAHORE (L033, 53801, Pakistan","74",,,,,,"53801","sardar market islam nagar canal Road Lahore LAHORE (L033","0","Rasheed Karyana Shop","31.3594784","74.1474322","Bakery",,
"M865+8JQ, Haji Kot Sheikhupura, Punjab, Pakistan","92",,,,,,,"M865+8JQ","0","Dory Sweets & Bakers","31.6608321","74.3091076","Bakery",,
"Main Bazar Rachna Disposable Road St # 31 Shadra, Qazi Park Shahdara Town, Lahore, Punjab 51214, Pakistan","93",,,,,,"51214","Main Bazar Rachna Disposable Road St # 31 Shadra","0","Arham Sweets & Bakers","31.6250928","74.2956899","Bakery",,
"95GJ+GM4, Sector C Gulmahar Block Sector C Bahria Town, Lahore, Punjab, Pakistan","75",,,,,,,"95GJ+GM4","0","SM Mart & Bakery","31.3763125","74.1816875","Grocery store",,
"M75J+FP3, GT Rd, Rachna Town Lahore, Punjab 54000, Pakistan","94","0","0","1","0","0","54000","M75J+FP3, GT Rd","1","sher e rabbani bakers","31.6586463","74.2817835","Bakery",,"1"
"F7WC+C63, Main St, Ghani Colony Commercial Area Sector C Education Town, Lahore, Punjab, Pakistan","76",,,,,,,"F7WC+C63, Main St","0","Education town","31.3752066","74.1855993","Bakery",,
"J7JM+FJM Javaid iqbal chohan abdul ghani chouhan, GT Rd, Shahdara Town, Lahore, Punjab, Pakistan","95",,,,,,,"J7JM+FJM Javaid iqbal chohan abdul ghani chouhan, GT Rd","0","Pizza And Russian Salad By Chef Syed Abdul Rehman Shah","31.6312103","74.2840556","Bakery",,
"95GP+PQM, Sector C Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","77",,,,,,"53720","95GP+PQM","0","Bahria","31.3768403","74.1869211","Bakery",,
"68 Main Bazar Rd, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","96",,,,,,,"68 Main Bazar Rd","0","Fouji Bakers","31.6274159","74.3085736","Bakery",,
"J7FW+F7Q, Qazi Park Shahdara Town, Lahore, Punjab, Pakistan","97",,,,,,,"J7FW+F7Q","0","Meher sweets","31.6237042","74.2957478","Bakery",,
"Road, Jati Umrah Block D Awt Housing Scheme Phase 2 AWT Phase 2, Lahore, Punjab 55150, Pakistan","78",,,,,,"55150","Road","0","Cravery by Saria","31.3515568","74.2127833","Bakery",,
"M77Q+5R2, Sikandarabad, Lahore, Punjab, Pakistan","98",,,,,,,"M77Q+5R2","0","Ahmad traders","31.6628936","74.2895224","Bakery",,
"5 Kot Araian - Jia Bagga Rd, Kot Araian, Lahore, Punjab 55151, Pakistan","79",,,,,,"55151","5 Kot Araian - Jia Bagga Rd","0","Sandhu mobile and Cold corner","31.3361133","74.24194","Bakery",,
"J7JM+36C, Sui Gas Rd, Shahdara Town, Lahore, Punjab, Pakistan","99",,,,,,,"J7JM+36C, Sui Gas Rd","0","Passenger","31.63023","74.2829908","Bakery",,
"R6G7+5R5, Kul, Kasur, Punjab, Pakistan","1",,,,,,,"R6G7+5R5","0","لہرا بہرہ فوڈز","30.8253946","74.2146119","Bakery",,
"V6WP+WV6, Usmanwala, Kasur, Punjab, Pakistan","4",,,,,,,"V6WP+WV6","4","Ayub Bakery","30.8972923","74.2371384","Bakery",,"3.5"
"J8G2+XX4، Jhalaran Road, Shahdara Town, Lahore, Punjab, Pakistan","100",,,,,,,"J8G2+XX4، Jhalaran Road","0","Sheikh Samosa's Rolls","31.627381","74.302421","Bakery",,
"Q449+WWP, Kanganpur, Kasur, Punjab, Pakistan","11",,,,,,,"Q449+WWP","1","Rahmat Bakary","30.7573843","74.1197552","Bakery",,"5"
"W45M+C7G, Depalpur Rd, Talwandi, Kasur, Punjab, Pakistan","16",,,,,,,"W45M+C7G, Depalpur Rd","13","Nasir Bakers","30.9085549","74.1331945","Bakery",,"3.3"
"HMVV+QF6, Manan Wala, Sheikhupura, Punjab, Pakistan","3",,,,,,,"HMVV+QF6","1","SAIF TRADERS ANS BAKERS","31.5944014","73.6936316","Bakery",,"5"
"Ahmad travel, Qasurpura, Lahore, Punjab 54000, Pakistan","19",,,,,,"54000","Ahmad travel","4","Ahmad sweets and Toys","31.600362","74.297782","Bakery",,"5"
"4CJX+RX7, Chonk, Qadirabad, Kasur, Punjab, Pakistan","20",,,,,,,"4CJX+RX7, Chonk","418","Gourmet Foods","31.1317032","74.4499948","Bakery",,"4"
"J7MH+7RH, Wandala Rd, Main Bazar Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","101",,,,,,,"J7MH+7RH, Wandala Rd","0","Mian Bakers","31.6331759","74.2796234","Bakery",,
"main plaza, Rachna Town Lahore, Punjab 40050, Pakistan","102",,,,,,"40050","main plaza","0","Shhabaz dahi bhaly and fruit chaat","31.6585747","74.2813633","Bakery",,
"Shop No 1, KD Plaza, 100 MM Alam Rd, near Zoom Petrol Pump, Block B2 Block B 2 Gulberg III, Lahore, Punjab, Pakistan","20",,,,,,,"Shop No 1, KD Plaza, 100 MM Alam Rd, near Zoom Petrol Pump","3207","Layers Bakeshop - MM Alam","31.5097637","74.3506717","Bakery","$$","4.6"
"J6CQ+62M, Kot Abdul Malik, Sheikhupura, Punjab, Pakistan","103","0","0","0","0","1",,"J6CQ+62M","1","Jhule lal milk shop","31.620594","74.2375341","Bakery",,"2"
"بھٹہ خشت, Sheikhupura, Punjab, Pakistan","104",,,,,,,"بھٹہ خشت","0","Rahim jeneral store","31.6465903","74.2535132","Bakery",,
"Shahdara, road Barkat Town Rd, Kala Kahti, Lahore, 54000, Pakistan","105",,,,,,"54000","Shahdara, road Barkat Town Rd","0","Hanif Dahi Bahly","31.6444793","74.2880338","Bakery",,
"M75C+854, Feroz Wala, Ferozewala, Sheikhupura, Punjab, Pakistan","106",,,,,,,"M75C+854","0","Haji Store","31.6591701","74.2703955","Bakery",,
"10 Lajpat Rd, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan","107",,,,,,,"10 Lajpat Rd","0","M.ABBAS ATTA CHAKI","31.6282433","74.2817","Bakery",,
"J6M7+MCJ, Gulfishan Town, Lahore, Sheikhupura, Punjab, Pakistan","108",,,,,,,"J6M7+MCJ","0","Chitta Naan Shop","31.6342154","74.2135122","Bakery",,
"M759+9H3, Peoples Colony Feroz Wala, Ferozewala, Sheikhupura, Punjab, Pakistan","109",,,,,,,"M759+9H3","0","DD STORE","31.6583881","74.2689249","Bakery",,
"J7RF+G67, Wandala Rd, Shahdara Town, Lahore, Punjab, Pakistan","110",,,,,,,"J7RF+G67, Wandala Rd","0","Aliya pan shop","31.6412848","74.2730494","Bakery",,
"M73G+983, Peoples Colony Shahdara, Lahore, Punjab, Pakistan","111",,,,,,,"M73G+983","0","Mian cold corner 001","31.6533824","74.2757525","Bakery",,
"Shop-2, opposite Dory Bakery, near Sangheet cenima, Qazi Park Shahdara Town, Lahore, Punjab 54000, Pakistan","112",,,,,,"54000","Shop-2, opposite Dory Bakery, near Sangheet cenima","0","Servaid Pharmacy","31.6232132","74.294746","Pharmacy",,
"14 - D3 Main Boulevard, near Lani's Kitchen, WAPDA Town Block D 3 Wapda Town Phase 1 Lahore, Punjab 54770, Pakistan","7",,,,,,"54770","14 - D3 Main Boulevard, near Lani's Kitchen","15","Sialkot Sweets and Bakers Wapda Town Branch","31.4394144","74.2729713","Bakery",,"4.7"
"H7RX+7F8, Karim Park Lahore, Punjab 54000, Pakistan","1",,,,,,"54000","H7RX+7F8","762","Golden Bakery","31.5904746","74.2997759","Bakery",,"4.2"
"120 Street 5, Block E1 Block E 1 Wapda Town Phase 1 Lahore, Punjab, Pakistan","14",,,,,,,"120 Street 5","904","Bundu Khan Sweets & Bakers - Wapda Town","31.4368246","74.2707448","Bakery","$$","4.3"
"H8PP+4VX, Akbar Shaheed Rd, opposite Chugtai Lab, Misri Shah, Lahore, Punjab, Pakistan","9",,,,,,,"H8PP+4VX, Akbar Shaheed Rd, opposite Chugtai Lab","101","Bay Bakery","31.5853153","74.3371013","Bakery",,"4.4"
"Karim Park Lahore, Punjab 54000, Pakistan","12",,,,,,"54000",,"886","Bundu Khan Sweets & Bakers","31.5912755","74.3014094","Bakery","$$","4.4"
"Gourmet Bakers, Defence Rd, Block A Dha Rahbar Phase 1 Dha Rahbar, Lahore, Punjab 54700, Pakistan","15",,,,,,"54700","Gourmet Bakers, Defence Rd","1312","Gourmet Foods - Rahbar Dha","31.390533","74.2473097","Bakery",,"4"
"Railway Plaza, Allama Iqbal Rd, Garhi Shahu, Lahore, Punjab, Pakistan","14",,,,,,,"Railway Plaza, Allama Iqbal Rd","1105","Gourmet Foods","31.5647222","74.3447222","Bakery",,"3.9"
"51 NE, NFC, 1 Phase, Commercial Zone NFC Society, Lahore, Punjab 54000, Pakistan","17",,,,,,"54000","51 NE, NFC, 1 Phase","23","TEHWAR Bakers | Sweets","31.4154899","74.2684522","Bakery",,"4.6"
"77 Nisbat Rd, Gawalmandi, Lahore, Punjab 54000, Pakistan","15",,,,,,"54000","77 Nisbat Rd","664","Gourmet Foods","31.569168","74.3215858","Bakery",,"3.9"
"Chashma Rd, Block K1 Block K 1 Wapda Town Phase 1 Lahore, Punjab, Pakistan","18",,,,,,,"Chashma Rd","334","Cakes & Bakes","31.4199479","74.2657049","Bakery","$$","4.2"
"H7XX+F96, Ravi Rd, Qasurpura, Lahore, Punjab, Pakistan","16",,,,,,,"H7XX+F96, Ravi Rd","357","Malmo Bakers & Sweets","31.5986703","74.2983864","Bakery","$$","4.1"
"4-D Main Commercial،, D Block Block D Valencia, Lahore, Punjab, Pakistan","19",,,,,,,"4-D Main Commercial،","87","Butt Sweet & Bakers","31.4093737","74.2600194","Bakery",,"3.4"
"Aslam arcade, 16 McLoed Road, Lakshmi Chowk, 16 McLeod Rd, Garhi Shahu, Lahore, Punjab 54000, Pakistan","18",,,,,,"54000","Aslam arcade, 16 McLoed Road, Lakshmi Chowk, 16 McLeod Rd","2952","Butt Sweets & Bakers","31.5672749","74.3234283","Bakery","$$","4.2"
"Siddiqia Colony Badami Bagh, Lahore, Punjab, Pakistan","20",,,,,,,,"316","Chiragh Din Sweets & Bakers","31.6037617","74.329231","Bakery",,"4.3"
"4. E, Block E Audit and Accounts Housing Society, Lahore, Punjab 42000, Pakistan","40","143","49","12","33","8","42000","4. E","245","Malva Bakers & Sweets Audit Accounts","31.4017271","74.2688148","Bakery",,"4.2"
"H97R+W8V, Nabi Pura, Lahore, Punjab, Pakistan","27","669","259","101","234","83",,"H97R+W8V","1346","Gourmet Foods","31.5648613","74.3908122","Bakery","$$","4"
"2 regal chowk, Main Hall Rd, Lahore, 54000, Pakistan","37","54","16","4","3","0","54000","2 regal chowk, Main Hall Rd","77","TARIQ Sweets & Bakes","31.5622083","74.3194054","Bakery",,"4.5"
"HXQ9+PWR, Kalia, Sheikhupura, Punjab, Pakistan","1",,,,,,,"HXQ9+PWR","0","Abu Bakkar","31.5893622","73.9697799","Bakery",,
"H3H4+RC7, Unnamed Road, Chak # 10, Sheikhupura, Punjab, Pakistan","6",,,,,,,"H3H4+RC7, Unnamed Road","1","بابر سموسہ پوائنٹ Babar Food point","31.5795362","74.0560556","Bakery",,"5"
"واپڈا ایوینیو, WAPDA Town Block E 1 Wapda Town Phase 1 Lahore, Punjab, Pakistan","41","1037","649","68","300","71",,"واپڈا ایوینیو","2125","Cakes & Bakes","31.437389","74.2713952","Bakery","$$","4.2"
"97Q4+64P, Akram Rd, Block E Dha Rahbar Phase 1 Dha Rahbar, Lahore, Punjab, Pakistan","42","13","0","0","0","0",,"97Q4+64P, Akram Rd","13","Baji baker","31.3880891","74.2553184","Bakery",,"5"
"Usmania Tower, Rehmat Chowk, Block A 1 Valencia, Lahore, Punjab, Pakistan","46","125","90","14","41","9",,"Usmania Tower, Rehmat Chowk","279","Malmo Bakers & Sweets","31.4193125","74.2658125","Bakery","$$","4.1"
"4-A Commercial, Raiwind Rd, Block B Lda Avenue Phase 1 Sher Shah Colony, Lahore, Punjab, Pakistan","47","225","79","26","87","22",,"4-A Commercial, Raiwind Rd","439","Fazal Sweets And Bakers","31.4139453","74.2251209","Bakery","$$","4"
