"categoryName","location/lat","location/lng","totalScore","address","postalCode","title","reviewsCount","reviewsDistribution","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","street","price"
"Hospital","31.6128079","74.2698027","4.6","Main Bara Dari Rd, Begum Kot Taragarh Shahdara Town, Lahore, Punjab 54000, Pakistan","54000","Zafar Memorial Hospital","28",,"25","0","2","1","0","Main Bara Dari Rd",
"Hospital","31.6141572","74.2685032","5","J779+MC6, Lahore - Sargodha Rd, Taragarh Shahdara Town, Lahore, Punjab, Pakistan",,"Al Ghous surgical hospital","3",,"3","0","0","0","0","J779+MC6, Lahore - Sargodha Rd",
"Hospital","31.600888","74.3049291","5","Plot No، 31 Street No. 63, Timber Market Qila Lachman Singh, Lahore, Punjab, Pakistan",,"Al saeed Medical centre","1",,"1","0","0","0","0","Plot No، 31 Street No. 63",
"Hospital","31.6145326","74.2676207","5","near Shahbaz juice Corner, Begum Kot Taragarh Shahdara Town, Shahdara, Lahore, Punjab 54000, Pakistan","54000","SHAHDARA DENTAL HOSPITAL","122",,"119","3","0","0","0","near Shahbaz juice Corner",
"Hospital","31.5852596","74.2969619","5","street no 9 house no 18 near aftab chowk ameen park, Pakistan",,"Family Medical & Skin Care Center","1",,"1","0","0","0","0","street no 9 house no 18 near aftab chowk ameen park",
"Hospital","31.5980407","74.3183747","5","Plot 5, Data Nagar Badami Bagh, Lahore, Punjab 54000, Pakistan","54000","Omar Hayat Medical Complex","2",,"2","0","0","0","0","Plot 5",
"Medical Center","31.6044875","74.3140156","5","J837+QJR, Main Chowk, Hanif Park Sadiq Pura Badami Bagh, Lahore, Punjab, Pakistan",,"Bashir Medical center","1",,"1","0","0","0","0","J837+QJR, Main Chowk",
"Hospital","31.5711168","74.2984249","4.1","H7CX+C9V, Sant Nagar St Nagar, Lahore, Punjab 54000, Pakistan","54000","Muhammadi Hospital( محمدی ہسپتال )","11",,"7","1","1","1","1","H7CX+C9V",
"Hospital","31.5921618","74.3022883","4.5","H8R2+VW7, Karim Park Lahore, Punjab, Pakistan",,"Mughal Dispensary","2",,"1","1","0","0","0","H8R2+VW7",
"Hospital","31.567556","74.292917",,"68 Haider Rd, Krishan Nagar Islampura, Lahore, Punjab 54000, Pakistan","54000","Saya Medical Trust Hospital","0",,,,,,,"68 Haider Rd",
"Hospital","31.6115417","74.2676378","5","B-Block, Shoukat Colony, near shahbaz dahi bhallay ghodaam, Begum Kot Shahdara Town, Shahdara, Lahore, Punjab 54000, Pakistan","54000","AL-KAREEM HOSPITAL SHAHDARA الکریم ہسپتال شاہدرہ","33",,"33","0","0","0","0","B-Block, Shoukat Colony, near shahbaz dahi bhallay ghodaam",
"Hospital","31.6001836","74.3207365","4.2","J82C+37H, Data Nagar Badami Bagh, Lahore, Punjab, Pakistan",,"Anwar Hospital","15",,"7","4","0","4","0","J82C+37H",
"Hospital","31.56201","74.3007417","4.3","18 Sanda Rd, Islampura, Lahore, Punjab 54000, Pakistan","54000","Haq Orthopaedic Hospital","246",,"178","24","28","12","4","18 Sanda Rd",
"Hospital","31.5872448","74.2937347","5","H7PV+VFX, Street Number 4, Ameen Park Amin Park, Lahore, Punjab, Pakistan",,"samin multispeciality hospital (HR)","1",,"1","0","0","0","0","H7PV+VFX, Street Number 4",
"Government hospital","31.5692842","74.3141118","5","H897+QPC, Anarkali Bazaar Lahore, Punjab 54000, Pakistan","54000","Mayo Hospital Main Gate","2",,"2","0","0","0","0","H897+QPC",
"Hospital","31.5880499","74.3044744","5","Bagh munshi ladha, Kacha Ravi Rd, Data Gunj Buksh Town, Lahore, Punjab 54000, Pakistan","54000","Mehran Family Hospital","6",,"6","0","0","0","0","Bagh munshi ladha, Kacha Ravi Rd",
"Hospital","31.5798411","74.2976274","5","H7HX+W3J, Ameer Rd, Data Gunj Buksh Town, Lahore, Punjab, Pakistan",,"Ghouri hospital","11",,"11","0","0","0","0","H7HX+W3J, Ameer Rd",
"Hospital","31.5729492","74.3144209","4.5","H8F7+5QF, Mayo Hospital Rd, Anarkali Bazaar Lahore, Punjab 54000, Pakistan","54000","West Medical Ward","2",,"1","1","0","0","0","H8F7+5QF, Mayo Hospital Rd",
"Private hospital","31.6105457","74.2523014","3.2","J762+6W7, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan",,"Hamza Hospital","6",,"2","1","2","1","0","J762+6W7",
"Hospital","31.576187","74.2873011","4.3","H7GQ+C22, near Data Gunj Buksh Town, Data Gunj Buksh Town, Lahore, Punjab 54000, Pakistan","54000","Munshi Hospital Emergency Ward میاں محمد منشی ہسپتال ایمرجنسی وارڈ","6",,"4","1","0","0","1","H7GQ+C22, near Data Gunj Buksh Town",
"Hospital","31.5921697","74.3023245","5","Street 1, Ravi Rd, Karim Park Lahore, Punjab, Pakistan",,"Mughal Welfare Trust Hospital","3",,"3","0","0","0","0","Street 1, Ravi Rd",
"Private hospital","31.6001114","74.2145323","2.9","J627+2RV, Sheikhupura, Punjab, Pakistan",,"Kishwar Fazal Hospital","15",,"4","2","5","3","1","J627+2RV",
"Hospital","31.5988736","74.2993179","3.6","81C, Timber Market, Ravi Rd, Timber Market, Lahore, Punjab 54000, Pakistan","54000","Nawab Clinic","32",,"17","3","7","2","3","81C, Timber Market, Ravi Rd",
"Hospital","31.5910336","74.298644","5","H7RX+CF6, Karim Park Lahore, Punjab, Pakistan",,"ADIL MEDICAL CENTRE","2",,"2","0","0","0","0","H7RX+CF6",
"Hospital","31.5831705","74.2947408","4.6","راشد روڈ, Amin Park, Lahore, Punjab, Pakistan",,"Amir Medical Center","9",,"7","0","0","2","0","راشد روڈ",
"Hospital","31.6155438","74.2724731","3.8","J78C+6X9, Sheikhupura Rd, Begum Kot, Shahdara, Lahore, Punjab, Taragarh Shahdara Town, Shahdara, Lahore, Punjab, Pakistan",,"Kalsoom Surgical Hospital","12",,"7","1","2","1","1","J78C+6X9, Sheikhupura Rd, Begum Kot, Shahdara, Lahore, Punjab",
"Government hospital","31.6115346","74.2898029","4.2","J76Q+JW7, Bara Dari Rd، near GT Road, Shahdara Town, Shahdara, Lahore, Punjab 54950, Pakistan","54950","Social Security Hospital.","29",,"15","9","1","3","1","J76Q+JW7, Bara Dari Rd، near GT Road",
"Hospital","31.600277","74.3203941","4.5","27 Badami Bagh Rd, Data Nagar Badami Bagh, Lahore, Punjab, Pakistan",,"Rafiq Medical Centre","12",,"10","0","1","1","0","27 Badami Bagh Rd",
"Hospital","31.6157902","74.2903918","4.6","J78R+856, قومی شاہراہ, ۔ ۵, Shahdara, Lahore, Punjab, Pakistan",,"AL Asar hospital","8",,"6","1","0","1","0","J78R+856, قومی شاہراہ",
"Hospital","31.5618257","74.3022259","3.9","2 Sanda Road, Rewaz Gardens, Lahore, Punjab 54000, Pakistan","54000","Abdul ghani Hospital","14",,"6","4","2","2","0","2 Sanda Road",
"Hospital","31.5608154","74.2959782","4.2","4 Qari road, Sanda Rd, near local government complex building, Rajgarh, Lahore, Punjab 54600, Pakistan","54600","MAANHA FAZAL HOSPITAL","5",,"4","0","1","0","0","4 Qari road, Sanda Rd, near local government complex building",
"Hospital","31.5810892","74.3039086","3.3","Shish Mahal Rd, Data Gunj Buksh Town, Lahore, Punjab, Pakistan",,"Choudhary Hospital","26",,"9","6","6","2","3","Shish Mahal Rd",
"Private hospital","31.5880792","74.3052416","3.7","H8Q4+63Q, Data Gunj Buksh Town, Lahore, Punjab, Pakistan",,"Shama Hospital","11",,"4","4","1","0","2","H8Q4+63Q",
"Medical Center","31.6013662","74.2317051","4.7","Opposite Al Rehman Garden Phase 2, Main Sharakpur, Road, near Gourmet Bakery, Jinnah Garden, Lahore, Sheikhupura, Punjab 54000, Pakistan","54000","Green Hospital","19",,"17","1","1","0","0","Opposite Al Rehman Garden Phase 2, Main Sharakpur, Road, near Gourmet Bakery",
"Hospital","31.587538","74.3057567","3.5","H8Q4+286، Kacha Ravi Rd, Data Gunj Buksh Town, Lahore, Punjab, Pakistan",,"Zakariya Hospital","37",,"16","5","8","6","2","H8Q4+286، Kacha Ravi Rd",
"Hospital","31.5665818","74.2909086","3.1","69 C Abdali Rd, Krishan Nagar Islampura, Lahore, Punjab 54000, Pakistan","54000","Faran Hospital","41",,"14","5","12","5","5","69 C Abdali Rd",
"Hospital","31.6122875","74.2617969","3.6","J766+WP7، Unnamed Road, Shahdara Town, Lahore, Punjab, Pakistan",,"Saira Meraj Memorial Hospital","66",,"29","13","13","8","3","J766+WP7، Unnamed Road",
"Hospital","31.5846327","74.3135239","3.8","H8M7+698, Said Mitha Bazar Rd, Walled City of Lahore, Lahore, Punjab, Pakistan",,"Said Mitha Hospital","59",,"28","8","7","15","1","H8M7+698, Said Mitha Bazar Rd",
"Hospital","31.5977195","74.3103942","4.3","78 Molana Ahmed Ali Rd, near Minar-e-Pakistan, Ravi Park, Lahore, Punjab 54000, Pakistan","54000","Dr. A Q Khan Hospital","49",,"34","6","4","4","1","78 Molana Ahmed Ali Rd, near Minar-e-Pakistan",
"Hospital","31.5808045","74.2997211","4.4","H7JX+8VH, Bilal Ganj Lahore, Punjab, Pakistan",,"Infectious Diseases Hospital","49",,"31","10","1","7","0","H7JX+8VH",
"Hospital","31.5759986","74.2875257","4","H7GQ+92R, near Taj Company, Sagian Wala, Interchange, Lahore Ring Rd, Band Road, Lahore, Punjab 54000, Pakistan","54000","Govt Mian Munshi DHQ Teaching Hospital, Lahore","121",,"68","17","11","15","10","H7GQ+92R, near Taj Company, Sagian Wala, Interchange, Lahore Ring Rd",
"Maternity hospital","31.5734608","74.3153905","3.9","H8F8+95J, Mayo Hospital Rd, Anarkali Bazaar Lahore, Punjab 54000, Pakistan","54000","Lady Aitchison Hospital","108",,"56","18","15","14","5","H8F8+95J, Mayo Hospital Rd",
"Maternity hospital","31.5886547","74.3080818","3.7","H8Q5+F68, Ravi Rd, Walled City of Lahore, Lahore, Punjab, Pakistan",,"Lady Willingdon Hospital","165",,"72","31","23","28","11","H8Q5+F68, Ravi Rd",
"Hospital","31.588788","74.3047079","4","H8Q3+GV8, Kacha Ravi Rd, Karim Park Data Gunj Buksh Town, Lahore, Punjab, Pakistan",,"Farhat Hospital, Lahore","67",,"47","3","13","3","1","H8Q3+GV8, Kacha Ravi Rd",
"Hospital","31.6156044","74.272418","4.1","Lahore-Jaranwala Rd, opposite Rustam Sohrab Factory Sheikhpura, Begum Kot Shahdara Town, Lahore, Punjab 54950, Pakistan","54950","North Ravi Hospital","45",,"32","2","8","3","0","Lahore-Jaranwala Rd, opposite Rustam Sohrab Factory Sheikhpura",
"Hospital","31.5963402","74.3001861","4.1","65 Ravi Rd, Qasurpura, Lahore, Punjab, Pakistan",,"Aal-e-Fatima Hospital ravi road","36",,"21","6","4","5","0","65 Ravi Rd",
"Hospital","31.5610453","74.3126754","3.4","4 Mozang Rd, Mozang Chungi, Lahore, Punjab 54000, Pakistan","54000","Family Hospital","121",,"40","31","27","15","8","4 Mozang Rd",
"Government hospital","31.5707637","74.3172998","4.1","Hospital Rd, Anarkali Bazaar Lahore, Punjab 54000, Pakistan","54000","Mayo Hospital","1134",,"655","194","109","136","40","Hospital Rd",
"Hospital","31.5959667","74.2344885","4","H6WM+HRM، Al-Rehman Gardan Phase II، Main Sharqpur Road, near Al Rehman Garden Phase 2 Near Faizpur Interchange, Al Rehman Garden Phase 2, Lahore, Sheikhupura, Punjab 54950, Pakistan","54950","Al Rehman Hospital","352",,"183","73","27","50","19","H6WM+HRM، Al-Rehman Gardan Phase II، Main Sharqpur Road, near Al Rehman Garden Phase 2 Near Faizpur Interchange",
"Government hospital","31.4547155","74.3509918","3.9","Ferozpur Road، near Chungi, Amar Sidhu Ismail Nagar, Lahore, Punjab 54000, Pakistan","54000","Lahore General Hospital","862",,"449","161","111","107","34","Ferozpur Road، near Chungi",
"General hospital","31.5381104","74.3509838","3.2","1 Zafar Ali Rd, Gulberg V, Lahore, Punjab 54000, Pakistan","54000","Surgimed Hospital, Lahore","409",,"146","66","128","48","21","1 Zafar Ali Rd",
"General hospital","31.5771584","74.3805431","4","H9GJ+V67, Shalimar Link Road, Singhpura, Lahore, Punjab 54000, Pakistan","54000","Zahida Welfare Hospital, Lahore","142",,"79","28","21","9","5","H9GJ+V67, Shalimar Link Road",
"Hospital","31.394862","74.2739682","4.9","97VF+WHW, Unnamed Road, Muhafiz Town Phase 2 Muhafiz Town, Lahore, Punjab, Pakistan",,"Lahore Hospital, Muhafiz Town","7",,"6","1","0","0","0","97VF+WHW, Unnamed Road",
"Private hospital","31.5024089","74.268135","3.4","211 Multan Rd, opp. awan town, Mehran Block Allama Iqbal Town, Lahore, Punjab 54000, Pakistan","54000","Hussain Hospital","18",,"8","1","4","4","1","211 Multan Rd, opp. awan town",
"Hospital","31.6477018","74.2837894","4","J7XM+42C, Railway Rd, Imamia Colony Road, Ferozewala, Sheikhupura, Punjab, Pakistan",,"Rafiq Bhatti Memorial Hospital Imamia Colony G.T Road Shahdara Lahore","22",,"12","3","2","4","1","J7XM+42C, Railway Rd",
"Private hospital","31.6034971","74.3194181","3.6","J839+9QV, Abu Bakar Rd, Badami Bagh, Lahore, Punjab, Pakistan",,"Hussain Memorial Hospital","11",,"7","0","3","0","1","J839+9QV, Abu Bakar Rd",
"Hospital","31.6587125","74.2844137","4.4","M75M+FQM, Phase 1 Al Rehman Garden, Ferozewala, Sheikhupura, Punjab, Pakistan",,"Tehsil Headquarters Hospital Ferozewala","34",,"24","6","2","0","2","M75M+FQM",
"Hospital","31.6161427","74.2749941","4.8","Lahore, Lahore - Sheikhupura - Faisalabad Rd, opp. Rustam Suhrab Factory, Shahdara, Lahore, 54950, Pakistan","54950","NOOR AL SHIFA HOSPITAL","24",,"21","2","1","0","0","Lahore, Lahore - Sheikhupura - Faisalabad Rd, opp. Rustam Suhrab Factory",
"Hospital","31.4588796","74.3509599","4.7","F953+X37, Ghazi Rd, stop Nishtar Town, Lahore, Punjab 54000, Pakistan","54000","Lahore Care Hospital","2733",,"2379","118","169","45","22","F953+X37, Ghazi Rd",
"Government hospital","31.5464977","74.3826013","3.7","G9WM+H2X, Delhi Rd, Saddar Town, Lahore, Punjab, Pakistan",,"Cantonment General Hospital","68",,"27","13","8","15","5","G9WM+H2X, Delhi Rd",
"Medical Center","31.0439761","73.7441869",,"2PVV+MQ6 Shekhum Road, Main megha road, Pattoki, 55300, Pakistan","55300","Hamza pharmacy","0",,,,,,,"2PVV+MQ6 Shekhum Road, Main megha road",
"Alternative medicine practitioner","31.036279","73.8374452","5","2RPP+GX8, Shahrah-e-Quaid-e-Azam Rd, Pattoki, Kasur, Punjab, Pakistan",,"Animal Hospital pattoki","1",,"1","0","0","0","0","2RPP+GX8, Shahrah-e-Quaid-e-Azam Rd",
"Hospital","31.0582581","73.8075644",,"3R55+824, Unnamed Road, Kasur, Punjab, Pakistan",,"Civil vetranary despansery 12/1R Okara","0",,,,,,,"3R55+824, Unnamed Road",
"Hospital","31.061282","73.813957",,"3R67+GH8, Sheikham Kalan, Kasur, Punjab, Pakistan",,"Civil Veterinary Dispensary Sheikhum","0",,,,,,,"3R67+GH8",
"Hospital","31.0651549","73.8110447",,"3R86+3C7, Shaikham Kalan, Kasur, Punjab, Pakistan",,"Amara clinic and maternity home","0",,,,,,,"3R86+3C7",
"Hospital","31.0397325","73.7435174",,"2PQV+VCR, Unnamed Road, Hanjrai Kalan, Kasur, Punjab, Pakistan",,"EPI Center BHU Hanjray Kalan","0",,,,,,,"2PQV+VCR, Unnamed Road",
"Hospital","31.0839174","73.7694835",,"3QM9+HQ9 Hospital, Chak 43 Kacha Pakka, Kasur, Punjab, Pakistan",,"government hospital kacha pakka","0",,,,,,,"3QM9+HQ9 Hospital",
"Medical Center","31.0721266","73.8360523","5","3RCP+VC3, Chak 40 (Jaguwala), Kasur, Punjab, Pakistan",,"Dr.Akbar Medical Store","1",,"1","0","0","0","0","3RCP+VC3",
"Hospital","31.0839099","73.7694594","5","3QM9+GRG Hospital, Chak 43 Kacha Pakka, Kasur, Punjab, Pakistan",,"Basic Health Unit Kacha Pacca","1",,"1","0","0","0","0","3QM9+GRG Hospital",
"Hospital","31.0601492","73.8148155","3","3R67+3W4, Shahrah-e-Quaid-e-Azam Rd, Shaikham Kalan, Kasur, Punjab, Pakistan",,"Basic health center sheikhum","1",,"0","0","0","1","0","3R67+3W4, Shahrah-e-Quaid-e-Azam Rd",
"Hospital","31.2146787","74.2467278",,"667W+VMH, Kasur, Punjab, Pakistan",,"Hospital","0",,,,,,,"667W+VMH",
"General hospital","30.8746729","74.0518149","5","V3F2+VP8 Anwar Medical Centre, Allahabad, Kasur, Punjab, Pakistan",,"Anwar Medical Centre Ellahabad","1",,"1","0","0","0","0","V3F2+VP8 Anwar Medical Centre",
"Hospital","31.0178181","73.8499468","3.4","2R9X+4XG, Pattoki, Kasur, Punjab, Pakistan",,"Bilal Hospital","9",,"4","0","2","3","0","2R9X+4XG",
"Hospital","31.1367479","74.4594594","4.8","Steel Bagh Chowk, opposite DHQ Hospital, Kasur, Punjab, Pakistan",,"Allama Iqbal Hospital","9",,"8","0","0","1","0","Steel Bagh Chowk, opposite DHQ Hospital",
"Private hospital","31.0244031","73.8510622","3.2","2VF2+QC7, Bhadian Pattoki, Kasur, Punjab, Pakistan",,"Mehboob Hospital Complex محبوب هسپتال کمپلیکس","9",,"2","2","1","2","2","2VF2+QC7",
"Hospital","31.1265627","74.4630349","4.5","Main Lahore – Kasur Rd, near Kali Pul, Saeed Abad Saeedabad, Kasur, Punjab 55050, Pakistan","55050","Kasur City Hospital","17",,"13","2","1","1","0","Main Lahore – Kasur Rd, near Kali Pul",
"Hospital","31.1337273","74.4574326","3.9","4FM4+FXV, Kasur - Raiwind Rd, Mandi morr, Kasur, Punjab, Pakistan",,"SHARIF MEDICAL COMPLEX KASUR","32",,"18","5","6","3","0","4FM4+FXV, Kasur - Raiwind Rd",
"Government hospital","31.1360011","74.4583084","3.9","4FQ5+8G، Liaquat Rd, Kasur, Punjab 55050, Pakistan","55050","DHQ Hospital Kasur","120",,"60","22","18","16","4","4FQ5+8G، Liaquat Rd",
"Hospital","31.1333824","74.4568884","4.5","Kasur - Raiwind Rd, Kasur, Punjab, Pakistan",,"Wali Hospital","25",,"16","6","0","2","1","Kasur - Raiwind Rd",
"Hospital","31.1382957","74.4311684","4","4CQJ+8F7, Kasur - Raiwind Rd, Kasur, Punjab, Pakistan",,"Bhatti International Teaching Hospital","59",,"29","13","5","10","2","4CQJ+8F7, Kasur - Raiwind Rd",
"General hospital","31.3018741","74.3966035",,"892W+PJX, Paras Ram, Atto, Sheikh Siddique Street, Sue-e-Asal, Lahore – Kasur Rd, Aziz Bhatti Town, Lahore, Punjab, Pakistan",,"Mediconix","0",,,,,,,"892W+PJX, Paras Ram, Atto, Sheikh Siddique Street, Sue-e-Asal, Lahore – Kasur Rd",
"Acupuncturist","31.4108708","73.972418",,"Syed Shah Muhammad Trust Hospital Mandi Faiz Abad Lahore Pakistan, Pakistan",,"DR Syed Faiz Ul Hassan Rizvi Acupuncturist in lahore Pakistan","0",,,,,,,"Syed Shah Muhammad Trust Hospital Mandi Faiz Abad Lahore Pakistan",
"Hospital","31.6598759","73.9365076",,"MW5P+XJ2, main bazar Rasool town kahrianwala, Rasool Town, Kharianwala, Sheikhupura, Punjab, Pakistan",,"Alshfa Clinic","0",,,,,,,"MW5P+XJ2, main bazar Rasool town kahrianwala",
"Hospital department","31.6604898","73.9366928","5","MW6P+5MW, Rasool Town, Kharian Wala, Sheikhupura, Punjab, Pakistan",,"دیہی مرکز کھاریانوالہ","1",,"1","0","0","0","0","MW6P+5MW",
"Hospital","31.713803","73.9751997","4","Johar Rd، near trauma center, Civil Lines, Sheikhupura, Punjab 39350, Pakistan","39350","Shifa Hospital","9",,"5","1","1","2","0","Johar Rd، near trauma center",
"Medical Center","31.6583083","73.9350636","5","MW5P+82G, Rasool Town, Kharianwala, Sheikhupura, Punjab, Pakistan",,"Rural Health Center Kharianwala Sheikhupura","1",,"1","0","0","0","0","MW5P+82G",
"Hospital","31.7125134","73.9799893","4.3","Lahore - Sargodha Rd, Civil Lines, Sheikhupura, Punjab 39350, Pakistan","39350","Zaheer Hospital","4",,"2","1","0","1","0","Lahore - Sargodha Rd",
"Hospital","31.718098","73.9660603","3.3","PX98+6CM, 2-A Civil Lines, Sheikhupura, Punjab, Pakistan",,"Ghazala Hospital","18",,"9","1","7","1","0","PX98+6CM",
"Hospital","31.7138544","73.9787495","4","PX7H+GFX, Fatimah Jinnah Rd, Civil Lines, Sheikhupura, Punjab, Pakistan",,"District Headquarter Hospital, Sheikhupura","3",,"2","0","0","0","1","PX7H+GFX, Fatimah Jinnah Rd",
"Hospital","31.7107651","73.9738212","3.3","Darul Barkat Medicare, Civil lines, Stadium road, Sheikhupura, 39350, Pakistan","39350","Darul Barkat Medicare","59",,"25","5","18","8","3","Darul Barkat Medicare, Civil lines, Stadium road",
"Hospital","31.7136892","73.9750368","4.1","Johar Rd, 39350, Pakistan","39350","Punjab Hospital","23",,"14","2","2","5","0","Johar Rd",
"Hospital","31.7039246","74.0165501","3.4","near faisalabad by pass, Lahore - Sheikhupura - Faisalabad Rd, Sheikhupura, Pakistan",,"Sultan Hospital","94",,"46","12","29","3","4","near faisalabad by pass, Lahore - Sheikhupura - Faisalabad Rd",
"General hospital","31.7137821","73.9729442","2.8","PX7F+G58, Civil Lines, Sheikhupura, Punjab, Pakistan",,"Luqman Medical Centre","6",,"2","1","3","0","0","PX7F+G58",
"Hospital","31.7133635","73.996043","4.7","Tariq Hospital, 32 chowk Gujranwala Rd, Mohalla Hanjran Wala, Sheikhupura, Punjab 39350, Pakistan","39350","Tariq Hospital, Shiekhupura","10",,"9","0","0","0","1","Tariq Hospital, 32 chowk Gujranwala Rd",
"Specialized hospital","31.7140831","73.9965528","4","Gujranwala Rd, Rehmat Colony, Sheikhupura, Punjab 39350, Pakistan","39350","Yousaf Siddiqui Hospital","12",,"8","0","2","2","0","Gujranwala Rd",
"Hospital","31.7133493","73.9738037","4.3","Lahore - Sargodha Rd, Civil Lines, Sheikhupura, Punjab 39350, Pakistan","39350","Siddique Hospital Sheikhupura","37",,"28","3","6","0","0","Lahore - Sargodha Rd",
"Hospital","31.7055869","73.9764099","4.3","PX4G+8G2, Khalid Rd, Stadium Park, Sheikhupura, Punjab, Pakistan",,"Ahmad Hospital","3",,"2","0","0","1","0","PX4G+8G2, Khalid Rd",
"Hospital","31.7069846","73.9958601","4.4","Tasveer Mehal Road, Mohalla Ali Park, Sheikhupura, Punjab, Pakistan",,"National Hospital","14",,"8","3","0","3","0","Tasveer Mehal Road",
"Hospital","31.7053477","73.9761961","4.8","Main Khalid Rd, near stadium park, Stadium Park, Sheikhupura, Punjab 39350, Pakistan","39350","Family Hospital","5",,"4","1","0","0","0","Main Khalid Rd, near stadium park",
"Government hospital","31.7118215","73.9788092","4.1","Sheikhupura, Punjab, Pakistan",,"DHQ Hospital Sheikhupura","153",,"84","31","12","18","8",,
"Private hospital","31.7024141","73.9755905","4.1","2 Khalid Rd, Muslim Ganj, Sheikhupura, Punjab 39250, Pakistan","39250","Al-Saba Hospital","17",,"10","2","2","3","0","2 Khalid Rd",
"Hospital","31.7026381","74.019225","5","P239+3M5, Khan Colony, Sheikhupura, Punjab, Pakistan",,"Mukhtar Memorial Hospital","5",,"5","0","0","0","0","P239+3M5",
"Hospital","31.7127584","73.9791003","4.5","PX7H+4J5, Fatimah Jinnah Rd, Civil Lines, Sheikhupura, Punjab 39350, Pakistan","39350","Central City Hospital","29",,"19","6","0","3","1","PX7H+4J5, Fatimah Jinnah Rd",
