"location/lat","location/lng","address","postalCode","title","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","categoryName","hotelStars","street","price","totalScore"
"31.3763102","74.1872088","1st Floor, Jasmine Heights Block, opposite Minnie Minors, Sector C Jasmine Block Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","53720","MR Dollar Shop","7","4","2","1","0","0","Shopping mall",,"1st Floor, Jasmine Heights Block, opposite Minnie Minors",,"4.1"
"31.7535332","74.2565583","Q734+CJ7, Main Bazar, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"Chohan General Store","1","1","0","0","0","0","Shopping mall",,"Q734+CJ7, Main Bazar",,"5"
"31.3747142","74.2516794","house d99a, Edenabad, Lahore, Punjab 54000, Pakistan","54000","Martville","0",,,,,,"Shopping mall",,"house d99a",,
"31.7573096","74.2603641","Q746+W4H, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"Hassan Mobile Center and repairing lab","2","2","0","0","0","0","Shopping mall",,"Q746+W4H",,"5"
"31.3471562","74.1407318","84WR+V79, New Lahore City, Naya Lahore, Pakistan",,"T-one shopping mall","0",,,,,,"Shopping mall",,"84WR+V79, New Lahore City",,
"31.7572744","74.2611716","Q746+WF3, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"Golden Santry Store","0",,,,,,"Shopping mall",,"Q746+WF3",,
"31.369487","74.1767673","Sector C Janiper Block Sector C Bahria Town, Lahore, Punjab 52000, Pakistan","52000","Maanbee","0",,,,,,"Shopping mall",,,,
"31.7659783","74.2581395","Q785+97R, Manoabad, Mannoo Abad, Sheikhupura, Punjab, Pakistan",,"Sadam karyana shop","1","1","0","0","0","0","Shopping mall",,"Q785+97R",,"5"
"31.569307","74.4118682","H9J8+V6, Mian Rasheed Rd, Fatehgarh, Lahore, Punjab, Pakistan",,"INAM BRAND OUTLET","2","1","0","1","0","0","Outlet mall",,"H9J8+V6, Mian Rasheed Rd",,"3"
"31.5764551","74.4140619","HCG7+HJM, Godianwala Lahore, Punjab, Pakistan",,"Rehan steel","3","3","0","0","0","0","Shopping mall",,"HCG7+HJM",,"5"
"31.5875373","74.4193757","Plot#72,street#2,Machinery market Sharif Garden Street 2, Grand Trunk Rd, Lahore, Pakistan",,"LMS Liaqat machinery Store chillers and compressor","2","2","0","0","0","0","Shopping mall",,"Plot#72,street#2,Machinery market Sharif Garden Street 2, Grand Trunk Rd",,"5"
"31.58787","74.40973","Wahga Town, Lahore, Punjab, Pakistan",,"Al-Rasheed Plaza","1","1","0","0","0","0","Shopping mall",,,,"5"
"31.586343","74.4729727","HFPF+G5Q, Rizwan Gardens Lahore, Punjab, Pakistan",,"Zara super mart","6","5","0","0","0","1","Shopping mall",,"HFPF+G5Q",,"4.5"
"31.3821872","74.144854","94JV+VWH, Gulfam Jatt Road, Ali Hussainabad, Maraka, Lahore, Punjab, Pakistan",,"Mashallah Super Store","2","1","0","1","0","0","Shopping mall",,"94JV+VWH, Gulfam Jatt Road",,"3"
"31.5944923","74.4746085","HFVF+QRX CNG Station،, Al-Raheem Garden Phase IV Bus Stop, Opp. Manawan, GT Rd, Manāwān Qazi Town, Lahore, Punjab, Pakistan",,"Warsi Square","2","2","0","0","0","0","Shopping mall",,"HFVF+QRX CNG Station،, Al-Raheem Garden Phase IV Bus Stop, Opp. Manawan, GT Rd",,"5"
"31.5957036","74.4994087","HFWX+7QM fasil bazar, Jallo More Lahore, Punjab, Pakistan",,"Ahmad Garments","4","3","0","0","1","0","Shopping mall",,"HFWX+7QM fasil bazar",,"4.5"
"31.3744749","74.1792109","House#424, Street No. 11, CC-Block Cc Block Sector D Bahria Town, Lahore, Punjab 54000, Pakistan","54000","Minoracart","0",,,,,,"Shopping mall",,"House#424, Street No. 11",,
"31.5874427","74.4268651","HCPG+XPH, Rajba Rd, Wara Sittar, Lahore, Punjab, Pakistan",,"Global Traders","1","1","0","0","0","0","Shopping mall",,"HCPG+XPH, Rajba Rd",,"5"
"31.573052","74.426607","more Hamza cottage, Main bazar, Harbanspura, Lahore, Punjab 54000, Pakistan","54000","ATTARI BROTHER'S","1","0","1","0","0","0","Shopping mall",,"more Hamza cottage, Main bazar",,"4"
"31.3767636","74.1865395","2-B Commerical, Near Talwar chowk, Sector C Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","53720","Rizvi Plaza","0",,,,,,"Shopping mall",,"2-B Commerical, Near Talwar chowk",,
"31.5722268","74.4512357","HFC2+VFX, Hajvery Housing Scheme Hajveri Housing Scheme, Lahore, Punjab, Pakistan",,"K.Z.S. Suits","1","0","1","0","0","0","Shopping mall",,"HFC2+VFX",,"4"
"31.5819772","74.4153226","HCJ8+Q4W, Street No. 1, Salamatpura Lahore, Punjab, Pakistan",,"New MashaAllah Store","1","0","1","0","0","0","Shopping mall",,"HCJ8+Q4W, Street No. 1",,"4"
"31.375304","74.185642","1 Ground Floor, Shop #, 124-B, Jasmine Block Commercial Area Sector C Bahria Town, Lahore, Punjab 53720, Pakistan","53720","Stylex","1","0","1","0","0","0","Shopping mall",,"1 Ground Floor, Shop #, 124-B",,"4"
"31.56481","74.4162162","H #15-A New Canal Park Rd, Manzoor Colony Taj Bagh Scheme, Lahore, Punjab 54000, Pakistan","54000","Al Qaim Bags","1","0","1","0","0","0","Shopping mall",,"H #15-A New Canal Park Rd",,"4"
"31.5639601","74.4244797","HC7F+HQQ فن دنیا, ماڈل بازار ہربنس پورہ, Harbanspura Rd, Manzoor Colony Hajipura, Lahore, Punjab, Pakistan",,"المدینہ کراکری سٹور اینڈ سٹیل لیس سٹیل ہاؤس","2","2","0","0","0","0","Shopping mall",,"HC7F+HQQ فن دنیا, ماڈل بازار ہربنس پورہ, Harbanspura Rd",,"5"
"31.3834103","74.1547326","maraka lahore, Lahore, Punjab 52000, Pakistan","52000","bhatti house maraka","1","0","0","0","0","1","Shopping mall",,,,"2"
"31.5967842","74.463492","HFW7+P99 Rahmat Town Near PS, Manawan, Lahore, Punjab, Pakistan",,"Siddique Sons Super Store","2","1","0","0","1","0","Shopping mall",,"HFW7+P99 Rahmat Town Near PS",,"4"
"31.3694874","74.1767671","959G+QPR, Sector C Janiper Block Sector C Bahria Town, Lahore, Punjab, Pakistan",,"Storeside","0",,,,,,"Shopping mall",,"959G+QPR",,
"31.369487","74.1767673","Street 2, Block B Janiper Block Sector C Bahria Town, Lahore, Punjab 51000, Pakistan","51000","Excellent shopping hub","0",,,,,,"Shopping mall",,"Street 2",,
"31.5946974","74.4834282","HFVM+V9F, Service Road, Rāmpura Rampura, Lahore, Punjab, Pakistan",,"Khoti Stop Kashmiri Market","7","3","3","0","0","1","Shopping mall",,"HFVM+V9F, Service Road",,"4.1"
"31.5881863","74.4696285","HFQ9+7VC, Al Hafeez Garden Rd, Lahore Medical Housing Society, Lahore, Punjab, Pakistan",,"Mian Plaza","4","2","1","0","0","1","Shopping mall",,"HFQ9+7VC, Al Hafeez Garden Rd",,"4"
"31.5840788","74.4738108","Shop no 1 imran block, Rizwan Gardens Lahore, Punjab, Pakistan",,"H.D SERVICES","2","2","0","0","0","0","Shopping mall",,"Shop no 1 imran block",,"5"
"31.5777291","74.4594958","HFH5+3QX, Service Road, Royal Garden, Lahore, Punjab, Pakistan",,"Chauhery mobile center","1","1","0","0","0","0","Shopping mall",,"HFH5+3QX, Service Road",,"5"
"31.5865944","74.5261035","HGPG+JCQ Bahamma Bata pur, Bhaman Lahore, Punjab, Pakistan",,"Haji Basharat Markeet","10","10","0","0","0","0","Shopping mall",,"HGPG+JCQ Bahamma Bata pur",,"5"
"31.5769124","74.4676392","HFG9+Q36, Central Ln, Nazir Garden Society, Lahore, Punjab, Pakistan",,"Hafiz Brothers Mini Mart","23","22","0","0","1","0","Shopping mall",,"HFG9+Q36, Central Ln",,"4.9"
"31.4412921","74.3045136","160 Bagrian Rd, Sector C1 Block 3 Twp Sector C 1 Lahore, Punjab 54000, Pakistan","54000","Shaheen Aatta Chakki & Rui Paenja شاہین آٹا چکی اینڈ روئی پینجہ","0",,,,,,"Shopping mall",,"160 Bagrian Rd",,
"31.434613","74.3074213","Sector D2 Sector D 2 Block 3 Green Town, Lahore, Punjab, Pakistan",,"Online","0",,,,,,"Shopping mall",,,,
"31.4381177","74.3628562","Ashiana road iqbal chowk, Lahore, 54810, Pakistan","54810","Karemi sale mela","0",,,,,,"Shopping mall",,"Ashiana road iqbal chowk",,
"31.434613","74.3074213","337 5 D2, near goga pan shop, Green Town, Lahore, Pakistan",,"Rehan mobile and repairing lab","0",,,,,,"Shopping mall",,"337 5 D2, near goga pan shop",,
"31.4324391","74.2884721","4C College Road, Block C PCSIR Staff Colony, Lahore, Punjab 54770, Pakistan","54770","Glitter Paints","2","2","0","0","0","0","Shopping mall",,"4C College Road",,"5"
"31.4323257","74.3538348","Main Par Arab Road, Block B Pak-Arab Housing Scheme, Lahore, Punjab, Pakistan",,"BabyPro","0",,,,,,"Shopping mall",,"Main Par Arab Road",,
"31.5945763","74.4213574","HCVC+RGQ, Wahga Town, Lahore, Punjab, Pakistan",,"Tariq General store","4","4","0","0","0","0","Shopping mall",,"HCVC+RGQ",,"5"
"31.5705157","74.4188683","Upper Canal, Main Amir Town Rd, Canal Bank Housing Scheme, Lahore, Punjab 54000, Pakistan","54000","Ch Akeel Centre","7","4","1","0","1","1","Shopping mall",,"Upper Canal, Main Amir Town Rd",,"4.1"
"31.5898232","74.4695176","HFQ9+WRC، Al Hafeez Garden Road, Bata Pur, Lahore, Punjab, Pakistan",,"SR Center","7","1","3","1","2","0","Shopping mall",,"HFQ9+WRC، Al Hafeez Garden Road",,"3.4"
"31.5904617","74.4682818","Unnamed Road, Bata Pur, Lahore, Punjab, Pakistan",,"FAJAR MART","7","7","0","0","0","0","Shopping mall",,"Unnamed Road",,"5"
"31.5691946","74.4246807","HC9F+MVF, ismail pehlwan Road, Taj Bagh Scheme, Lahore, Punjab, Pakistan",,"Yasir General Store","6","3","0","1","1","1","Shopping mall",,"HC9F+MVF, ismail pehlwan Road",,"3.5"
"31.6013874","74.417891","JC29+H52, Sharif Pura, Lahore, Punjab, Pakistan",,"Adnan Kiryana Store","2","2","0","0","0","0","Shopping mall",,"JC29+H52",,"5"
"31.5960924","74.4819817","HFWJ+CQQ, District, Attoke Awan, Lahore, Punjab, Pakistan",,"Abdullah Real Estate","54","29","7","5","9","4","Shopping mall",,"HFWJ+CQQ, District",,"3.9"
"31.5963582","74.4859504","HFWP+G9W, Attoke Awan, Lahore, Punjab, Pakistan",,"Hajveri house Hussain pura","5","5","0","0","0","0","Shopping mall",,"HFWP+G9W",,"5"
"31.592308","74.4786137","Manāwān Manawan, Lahore, Punjab, Pakistan",,"Irfan Cosmetics & General Store","1","1","0","0","0","0","Shopping mall",,,,"5"
"31.5861171","74.4202297","HCPC+C3X, Sharif Garden Street Number 1, Sharif Garden Salamatpura, Lahore, Punjab, Pakistan",,"old machinery store","1","1","0","0","0","0","Shopping mall",,"HCPC+C3X, Sharif Garden Street Number 1",,"5"
"31.5965682","74.494118","HFWV+JJH, Attoke Awan, Lahore, Punjab, Pakistan",,"Malik Zubair Mobile","9","6","1","2","0","0","Shopping mall",,"HFWV+JJH",,"4"
"31.5872894","74.4206576","Gudam # 1 Under Masjid Ayesha Siddiqa, Sharif Garden Machinery Market, Road # 1, GT Rd، adjacent Salamatpura، Daroghanwala, Lahore, 57400, Pakistan","57400","Old Castle Fragrances UK","3","2","1","0","0","0","Countertop store",,"Gudam # 1 Under Masjid Ayesha Siddiqa, Sharif Garden Machinery Market, Road # 1, GT Rd، adjacent Salamatpura",,"4.7"
"31.5917584","74.4510167","GT Rd, Darogawala Chowk, Lahore, Punjab 05472, Pakistan","05472","Younis Mobile Daroghawala","6","5","1","0","0","0","Shopping mall",,"GT Rd",,"4.8"
"31.5969869","74.4985036","HFWX+QCR, Jallo morr, Dograe Kalan Lahore, Punjab, Pakistan",,"Ch.Arif Siraj Jutt Sabzi Mandi","2","2","0","0","0","0","Shopping mall",,"HFWX+QCR, Jallo morr",,"5"
"31.5949904","74.4994543","Main Faisal Bazar, Jallo More Bata Pur, Lahore, Punjab 54600, Pakistan","54600","Five Star Paints Electric Sanitary and Hardware store","4","3","1","0","0","0","Shopping mall",,"Main Faisal Bazar",,"4.8"
"31.5924805","74.4812582","HFRJ+XGR امیر ملت سپر سٹور, Manāwān Bata Pur, Lahore, Punjab, Pakistan",,"Aaqib ali","1","1","0","0","0","0","Shopping mall",,"HFRJ+XGR امیر ملت سپر سٹور",,"5"
"31.564346","74.4098015","HC75+PWM, Tajpura, Lahore, Punjab, Pakistan",,"Muhammadia Departmental store","4","1","0","0","3","0","Shopping mall",,"HC75+PWM",,"3.5"
"31.5815024","74.4967996","Canalfort 2, Khaira Rd, Khaira, Lahore, Punjab, Pakistan",,"Aman medical and shopping mall","26","12","5","1","4","4","General store",,"Canalfort 2, Khaira Rd",,"3.9"
"31.5949025","74.479016","HFVH+XJ6, GT Rd, Fahad Town Manawan, Lahore, Punjab, Pakistan",,"Mehar Asad optical service Manawana","4","3","0","0","1","0","Shopping mall",,"HFVH+XJ6, GT Rd",,"4.5"
"31.5796075","74.4759277","MAIN ROAD ALRAHMAN GARDEN PHASE 4 CANAL ROAD JALLO, BOTANICAL GARDEN, Lahore, Pakistan",,"FGC MALL","0",,,,,,"Shopping mall",,"MAIN ROAD ALRAHMAN GARDEN PHASE 4 CANAL ROAD JALLO",,
"31.5822669","74.3758213","Main GT Rd, near HBL, Baghbanpura, Lahore, Punjab 54000, Pakistan","54000","Destination","9",,,,,,"Shopping mall",,"Main GT Rd, near HBL",,"4.8"
"31.5812689","74.3744719","H9JF+GQ5, GT Rd, Baghbanpura, Lahore, Punjab 54000, Pakistan","54000","New Mall","3",,,,,,"Shopping mall",,"H9JF+GQ5, GT Rd",,"4.3"
"31.5618226","74.3208612","Shahrah-e-Quaid-e-Azam, Garhi Shahu, Lahore, Punjab 54000, Pakistan","54000","Icon shopping center","72",,,,,,"Shopping mall",,"Shahrah-e-Quaid-e-Azam",,"4.2"
"31.5980548","74.3097012","H8X5+6VG, Qila Lachman Singh, Lahore, Punjab, Pakistan",,"Falak shopping mall","1",,,,,,"Shopping mall",,"H8X5+6VG",,"4"
"31.5964886","74.4995885","Jallo More Lahore, Punjab 53400, Pakistan","53400","HR Printers","0",,,,,,"Shopping mall",,,,
"31.576079","74.4261821","HCGG+CFM, P/O harbanspura, Lahore, 54000, Pakistan","54000","Luxury saitary store","0",,,,,,"Shopping mall",,"HCGG+CFM, P/O harbanspura",,
"31.5918533","74.4518155","House28, datapark near Salamatpura, street1 GT Rd, Phase 3 Al Rehman Garden, Lahore, Punjab, Pakistan",,"FashiNova","0",,,,,,"Outlet mall",,"House28, datapark near Salamatpura, street1 GT Rd",,
"31.5639714","74.4407565","1007 Nizam Block, Allama Iqbal Town, Lahore, Punjab 54570, Pakistan","54570","Willow Online Market","0",,,,,,"Shopping mall",,"1007 Nizam Block",,
"31.5962183","74.499177","Shop # 45, Waseem Nadeem Shopping Center, Jallo More Bata Pur, Lahore, Punjab, Pakistan",,"Madni Bag & Burqa House","0",,,,,,"Shopping mall",,"Shop # 45, Waseem Nadeem Shopping Center",,
"31.5755105","74.4339903","HCGM+6H5, Service Road, Harbanspura, Lahore, Punjab, Pakistan",,"Mian Kashif Ali","1","0","0","1","0","0","Shopping mall",,"HCGM+6H5, Service Road",,"1"
"31.594527","74.4767609","GT Rd, Kot Kamboh Fahad Town Bata Pur, Lahore, Punjab, Pakistan",,"Shahadat Genrel Store","1","0","0","1","0","0","Shopping mall",,"GT Rd",,"1"
"31.5965325","74.4452352","HCWW+J39, Unnamed Road, Mominpura, Lahore, Punjab, Pakistan",,"786 General Store","0",,,,,,"Shopping mall",,"HCWW+J39, Unnamed Road",,
"31.5813369","74.4181206","near khurram swwt bakers, Salamatpura takya, Lahore, Punjab, Pakistan",,"Nabeel Mobile And Plastic Disposible House","1","1","0","0","0","0","Shopping mall",,"near khurram swwt bakers",,"5"
"31.5935914","74.4833651","Kothi Stop, Rampura, Lahore, Punjab, Pakistan",,"Vicky Awan General Store","0",,,,,,"Shopping mall",,"Kothi Stop",,
"31.5867353","74.4240535","HCPF+MJV, Rajba Rd, Wara Sittar, Lahore, Punjab, Pakistan",,"Rafiq sweets and bakers","3","1","0","1","1","0","Shopping mall",,"HCPF+MJV, Rajba Rd",,"3"
"31.5714794","74.4768882","HFCG+HQR jallo park, Lahore, Punjab 54810, Pakistan","54810","Ali Raza Garments Shoes House","0",,,,,,"Shopping mall",,"HFCG+HQR jallo park",,
"31.5750799","74.425544","HARBANSPURA, Cantt, Lahore, Punjab 54000, Pakistan","54000","TRENDS CLOTHING","0",,,,,,"Shopping mall",,"HARBANSPURA",,
"31.5959034","74.453132","Sutter, Sooter Mills Rd, Lahore, Punjab 54000, Pakistan","54000","AA Store","0",,,,,,"Shopping mall",,"Sutter, Sooter Mills Rd",,
"31.5997155","74.4137155","St 33, Mominpur, Lahore, Punjab 54920, Pakistan","54920","Fahad & Sajid Store","0",,,,,,"Shopping mall",,"St 33",,
"31.5729038","74.4297334","HCCF+JJR Daraz pickup point, Jehangir Rd, Harbanspura, Lahore, Punjab, Pakistan",,"Daraz Shop Harbanspura","101","70","12","14","3","2","E-commerce service",,"HCCF+JJR Daraz pickup point, Jehangir Rd",,"4.2"
"31.5880176","74.4729516","Umar khan road, near jamia musjid umar khan, Bata Pur, Lahore, Punjab, Pakistan",,"Gadgets Galleria","4","4","0","0","0","0","Shopping mall",,"Umar khan road, near jamia musjid umar khan",,"5"
"31.6159051","74.4282857","JC8H+987, Zahra Pir, Lahore, Punjab, Pakistan",,"Greenland Residencia Lahore","6","3","0","0","3","0","Housing society",,"JC8H+987",,"4"
"31.6040888","74.439612","RACKS SHOP Hando road، road، near Zain kanta, Mominpura, Hando, Lahore, 54000, Pakistan","54000","RACKS SHOP","8","8","0","0","0","0","Steel fabricator",,"RACKS SHOP Hando road، road، near Zain kanta",,"5"
"31.5897658","74.4804046","Bata Pur, Lahore, Punjab, Pakistan",,"Manāwān","0",,,,,,,,,,
"31.7048805","73.9695964","PX39+XR5, Ghang Road, Sheikhupura, Punjab, Pakistan",,"Shan Plaza","40",,,,,,"Shopping mall",,"PX39+XR5, Ghang Road",,"3.9"
"31.7309632","73.9029006","PWJ3+95J, Machikey Dist:, near P S O Petrol Pump, Machikay, Sheikhupura, Punjab, Pakistan",,"Dubai Super Store","3",,,,,,"Shopping mall",,"PWJ3+95J, Machikey Dist:, near P S O Petrol Pump",,"5"
"31.6872546","73.952584","MXP3+W24, Usman pur Road, Sheikhupura, Punjab, Pakistan",,"SARDAR,s Sons Mart","13",,,,,,"Shopping mall",,"MXP3+W24, Usman pur Road",,"4.5"
"31.7109279","73.9739529","PX6F+9HG, Ghang Road, Sheikhupura, Punjab, Pakistan",,"YOUSAF ARCADE","22",,,,,,"Shopping mall",,"PX6F+9HG, Ghang Road",,"4.2"
"31.6791403","73.9442817","MWHV+MP3, Sheikhupura, Punjab, Pakistan",,"یونس کریانہ سٹور","3",,,,,,"Shopping mall",,"MWHV+MP3",,"4.3"
"31.6926875","73.969013","MXV9+3JC, Sheikhupura, Punjab, Pakistan",,"Zeeshan General Store","1",,,,,,"Shopping mall",,"MXV9+3JC",,"5"
"31.7053582","73.963072","PX47+46W, Sheikhupura, Punjab, Pakistan",,"Mian Nadeem super store","1",,,,,,"Shopping mall",,"PX47+46W",,"5"
"31.6962243","73.9702352","MXWC+F3Q, Street 2, Sheikhupura, Punjab, Pakistan",,"تنویر کمبوہ کریانہ سٹور اینڈ بیکرز","4",,,,,,"Shopping mall",,"MXWC+F3Q, Street 2",,"5"
"31.7212127","73.9605899","PXC6+F6P, Unnamed Road, Sheikhupura, Punjab, Pakistan",,"پنجاب سینٹری سٹور","1",,,,,,"Shopping mall",,"PXC6+F6P, Unnamed Road",,"5"
"31.720824","73.9629715","PXC7+85H, Sheikhupura, Punjab, Pakistan",,"Hadi super store","1",,,,,,"Shopping mall",,"PXC7+85H",,"5"
"31.7204553","73.9688719","PXC9+5GQ, Unnamed Road, Rasoolpura, Sheikhupura, Punjab, Pakistan",,"Haji ehsan gill ganral store","1",,,,,,"Shopping mall",,"PXC9+5GQ, Unnamed Road",,"5"
"31.682665","73.8969937","MVMW+3Q9, Langyanwala, Sheikhupura, Punjab, Pakistan",,"Munir Ahmad Shop","8",,,,,,"Outlet mall",,"MVMW+3Q9",,"4.4"
"31.7122758","73.973432","PX6F+W97, College Road, Sheikhupura, Punjab, Pakistan",,"Bin Alim Mart","169",,,,,,"Shopping mall",,"PX6F+W97, College Road",,"3.9"
"31.7206848","73.9471034","PWCW+5QC, Lahore - Sargodha Rd, Sultan Colony, Sheikhupura, Punjab, Pakistan",,"Mall sheikhupura","1",,,,,,"Playground",,"PWCW+5QC, Lahore - Sargodha Rd",,"5"
"31.7221932","73.9714466","PXCC+VHG, Rasoolpura, Sheikhupura, Punjab, Pakistan",,"Arshad Market","76",,,,,,"Shopping mall",,"PXCC+VHG",,"3.6"
"31.6930406","73.9708878","MXVC+696, Sheikhupura, Punjab, Pakistan",,"New sitara bekri 3","1",,,,,,"Shopping mall",,"MXVC+696",,"5"
"31.9333298","73.7751967","WQMG+83P, Ajnianwala, Sheikhupura, Punjab, Pakistan",,"sameer sports","1","1","0","0","0","0","Shopping mall",,"WQMG+83P",,"5"
"31.71281","73.974951","PX7F+4XG, Sheikhupura, Punjab, Pakistan",,"Mian Plaza","4",,,,,,"Shopping mall",,"PX7F+4XG",,"4"
"31.9176556","73.8032519","WR93+386, Keeley, Sheikhupura, Punjab, Pakistan",,"Las Centre","0",,,,,,"Shopping mall",,"WR93+386",,
"31.9348367","73.7750657","WQMG+W2P, Ajnianwala, Sheikhupura, Punjab, Pakistan",,"Ibrahim Plaza","5","3","2","0","0","0","Shopping mall",,"WQMG+W2P",,"4.6"
"31.7128611","73.974754","Lahore - Sargodha Rd, Sheikhupura, Punjab, Pakistan",,"Italian Moda","13",,,,,,"Shopping mall",,"Lahore - Sargodha Rd",,"4"
"31.9348905","73.7748091","chowk hafizabad ajnianwala, Sheikhupura Rd, Gujranwala, Pakistan",,"Al Madina Book Center","8","5","1","1","1","0","Shopping mall",,"chowk hafizabad ajnianwala, Sheikhupura Rd",,"4.1"
"31.8613985","73.8629185","VV67+H53, Main Bazar, Jhabran, Sheikhupura, Punjab, Pakistan",,"مشتاق برتن اینڈ کراکری سٹور","2",,,,,,"Shopping mall",,"VV67+H53, Main Bazar",,"5"
"31.7489808","73.8232048","PRXF+H7W, Unnamed Road, Farooqabad, Sheikhupura, Punjab 39500, Pakistan","39500","Model Bazar Farooqabad ماڈل بازار فاروق آباد","99",,,,,,"Shopping mall",,"PRXF+H7W, Unnamed Road",,"4.5"
"31.9352218","73.7751527","Ajnianwala, Sheikhupura, Punjab, Pakistan",,"Abid garmints ajnianwala","3","3","0","0","0","0","Shopping mall",,,,"5"
"31.9347418","73.7748684","WQMF+VWX jamia masjid termzi, Ajnianwala, Sheikhupura, Punjab, Pakistan",,"Madeena Electric Store","5","2","0","2","1","0","Shopping mall",,"WQMF+VWX jamia masjid termzi",,"3"
"31.707557","74.0059213","P254+29F, فاروقِ اعظم روڈ, Rehmanpura, Sheikhupura, Punjab, Pakistan",,"Punjab Super Store","672",,,,,,"Shopping mall",,"P254+29F, فاروقِ اعظم روڈ",,"4.2"
"31.7483527","73.8248653","PRXF+8WX, Bypass Road, Islampura, Farooqabad, Sheikhupura, Punjab, Pakistan",,"Riaz Medical And Super Store","34",,,,,,"Shopping mall",,"PRXF+8WX, Bypass Road",,"4.5"
"31.7466533","73.9033278","PWW3+M88, Spooran Singh, Kalokey, Sheikhupura, Punjab, Pakistan",,"Mian Shafique general store","12",,,,,,"Shopping mall",,"PWW3+M88",,"4.8"
"31.5954049","74.4823919","HFWM+524, near Bismillah Housing Scheme, Phase 1 Gate no. 02, Lahore, Punjab, Pakistan",,"Nadra Office (Jallo Branch)","53","19","8","18","6","2","Association / Organization",,"HFWM+524, near Bismillah Housing Scheme",,"3.2"
"31.5925056","74.4585851","HFV5+2C4, JALAL SHOPING MALL G T ROAD SHADDRA, Bata Pur, Lahore, Punjab 54000, Pakistan","54000","NEW AL GHIUSUA TRAVEL &TOURS","0",,,,,,"Travel agency",,"HFV5+2C4, JALAL SHOPING MALL G T ROAD SHADDRA",,
"31.7434246","73.8373346","Chongi 3 Muhalla, nizam, pura, Farooqabad, 12345, Pakistan","12345","Smart mall","0",,,,,,"Shopping mall",,"Chongi 3 Muhalla, nizam",,
"31.7124661","73.9859732","PX6P+X9Q, Fatimah Jinnah Rd, Sheikhupura, Punjab, Pakistan",,"Jamshaid Ali General Store","9",,,,,,"Shopping mall",,"PX6P+X9Q, Fatimah Jinnah Rd",,"5"
"31.766026","73.9523674","QX82+CW9, Jandiala - Sheikhupura Rd, Sheikhupura, Punjab, Pakistan",,"Hiran Minar Super Store (NF)","4",,,,,,"Shopping mall",,"QX82+CW9, Jandiala - Sheikhupura Rd",,"4.8"
"31.7095736","73.9809046","Ilahi Center, Civil Quarters Rd, Jinnah Park, Sheikhupura, Punjab, Pakistan",,"Elahi Centre","10","5","2","0","3","0","Shopping mall",,"Ilahi Center, Civil Quarters Rd",,"4.2"
"31.698685","73.9750622","Khalid Rd, Sheikhupura, Punjab, Pakistan",,"Shafi Plaza","49","25","7","6","8","3","Shopping mall",,"Khalid Rd",,"3.9"
"31.7127208","73.9834071","PX7M+39M, Gali Hakeeman, Sheikhupura, Punjab, Pakistan",,"Dawood Market داؤد مارکیٹ","48","24","9","0","10","5","Shopping mall",,"PX7M+39M, Gali Hakeeman",,"4.1"
"31.7110975","73.9797346","16/2 Hospital Rd, Jinnah Park, Sheikhupura, Punjab, Pakistan",,"Shehzad Super Store Jinnah Park Branch","420","198","123","20","70","9","Shopping mall",,"16/2 Hospital Rd",,"4.1"
"31.711377","73.9812631","Civil Quarter Rd, Jinnah Park Bazar, Jinnah Park, 14/2 Civil Quarters Rd, Jinnah Park, Sheikhupura, Punjab 39350, Pakistan","39350","Shaheen Centre","11","4","2","0","4","1","Shopping mall",,"Civil Quarter Rd, Jinnah Park Bazar, Jinnah Park, 14/2 Civil Quarters Rd",,"3.8"
"31.710227","73.9808099","14 Civil Quarters Rd, Jinnah Park, Sheikhupura, Punjab, Pakistan",,"Al Jannat Shopping Mall","3","1","1","1","0","0","Shopping mall",,"14 Civil Quarters Rd",,"3.3"
"31.7068311","73.9767284","PX4G+PMQ, Gol Masjid Chowk Khalid road, adjacent to Stadium, Jahangirabad, Sheikhupura, Punjab, Pakistan",,"Mall 2020","2","0","1","0","1","0","Shopping mall",,"PX4G+PMQ, Gol Masjid Chowk Khalid road, adjacent to Stadium",,"3.5"
"31.8845271","73.8371141","VRMP+RR9, Kair Wala Deera, Sheikhupura, Punjab, Pakistan",,"FAILK SHEIR SUPPER STORE","1","0","0","0","1","0","Shopping mall",,"VRMP+RR9",,"3"
"31.8616927","73.8623149","VV66+MWG, Jhabran Village, Sheikhupura, Punjab, Pakistan",,"Ahmad Garments","0",,,,,,"Shopping mall",,"VV66+MWG",,
"31.7106068","73.9812155","PX6J+6FW، irshad house jinah park civil qutar road, Jinnah Park, Sheikhupura, Punjab, Pakistan",,"Irshad House & Shopping Center","11","4","3","1","1","2","Shopping mall",,"PX6J+6FW، irshad house jinah park civil qutar road",,"3.6"
