"title","location/lat","location/lng","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","address","price","rank","categoryName","totalScore","postalCode","reviewsCount","street"
"Saad general store","31.0909175","74.1361655",,,,,,"near faisal mobile center، kasur, Kasur, Punjab, Pakistan",,"3","Grocery store","5",,"2","near faisal mobile center"
"New Qadri General Store","31.1448503","74.1865752",,,,,,"Murali Murali, Cheena Road, Pakistan",,"4","Supermarket","5",,"1","Murali Murali, Cheena Road"
"AL HAHAY SUPER STORE","31.1487018","74.0986858",,,,,,"43XX+FFM, main chowk pimar outtar, Pimar Uttar, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"5","Grocery store","5",,"3","43XX+FFM, main chowk pimar outtar"
"Mashallah Sapry Santer Chak 15","31.0917656","74.086163",,,,,,"33RP+PF3, Chak 15, Kasur, Punjab, Pakistan",,"6","Supermarket","5",,"1","33RP+PF3"
"Babar Cars","31.1307734","74.1437482",,,,,,"44JV+8F5, Unnamed Road, Kasur, Punjab, Pakistan",,"7","Grocery store","4",,"4","44JV+8F5, Unnamed Road"
"Arham Pan Shop","31.1488347","74.0984773",,,,,,"43XX+G9Q, Unnamed Road, Pimar Uttar, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"8","Supermarket",,,"0","43XX+G9Q, Unnamed Road"
"Nadeem super store","31.0898506","74.1371824",,,,,,"34QP+WVV, Ratti Pindi Kasur, Kasur, Punjab, Pakistan",,"9","Grocery store",,,"0","34QP+WVV"
"Ramzan Store","31.6977529","74.3595078",,,,,,"M9X5+4R2, Babakwal Sheikhupura, Punjab, Pakistan",,"1","Grocery store",,,"0","M9X5+4R2"
"Sheikh Haji Muhammad Latif Faridi Jawa Commission Shop","31.1732462","74.104994",,,,,,"54F3+7XX, Sabzi Mandi, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"10","Grocery store","4.6",,"11","54F3+7XX, Sabzi Mandi"
"Utility Store","31.7222532","74.4079723",,,,,,"Sheikhupura, Punjab, Pakistan",,"2","Grocery store",,,"0",
"Alshafi building material store","31.1137115","74.2138453",,,,,,"4677+FGQ, Amar Pura, Kasur, Punjab, Pakistan",,"11","Supermarket","4.5",,"10","4677+FGQ"
"COLLECT Supermarket","31.4930211","74.2753317",,,,,,"24, Qayyum Block Mustafa Town, Lahore, Punjab, Pakistan",,"3","Supermarket","4.2",,"279","24"
"Hafiz Market","31.1162755","74.2114527",,,,,,"4686+GH8, man olakh ta Nol road, Amar Pura, Pakistan",,"12","Supermarket","5",,"2","4686+GH8, man olakh ta Nol road"
"Shahzad Bakers","31.6587542","74.2790294",,,,,,"M75H+GJ2, Rachna Town Shahdara, Lahore, Punjab, Pakistan",,"4","Supermarket","4.1",,"104","M75H+GJ2"
"Best care traders","31.6977529","74.3595077",,,,,,"M9X5+4R2, Village Babakwal tehsil, Sheikhupura, Pakistan",,"5","Grocery store",,,"0","M9X5+4R2, Village Babakwal tehsil"
"Haji Shakeel Karyana Store","31.1058956","74.1907269",,,,,,"454R+975, main kot radha kishan, Chhina, Kasur, Punjab, Pakistan",,"13","Grocery store","5",,"2","454R+975, main kot radha kishan"
"Chand Super Store","31.604643","74.3191696",,,,,,"Main bazzar lohay wali puli, Lahore, 54000, Pakistan",,"6","Supermarket","3.9","54000","27","Main bazzar lohay wali puli"
"کوالٹی سپر سٹور آئس کریم اینڈ کولڈ کارنر","31.0825495","74.0615083",,,,,,"33M6+2J6, Unnamed Road, Rakh Mundeke Kalan, Kasur, Punjab, Pakistan",,"14","Supermarket","4",,"1","33M6+2J6, Unnamed Road"
"Onecallaway Superstore","31.6568609","74.2817958",,,,,,"M74J+PPV, Rachna Town Ferozewala, Lahore, Punjab, Pakistan",,"7","Supermarket","4.6",,"15","M74J+PPV"
"Rana Gee General Store","31.0899471","74.1375874",,,,,,"34QQ+X2G, Ratti Pindi, Kasur, Punjab, Pakistan",,"15","Grocery store",,,"0","34QQ+X2G"
"CKA Super Store","31.6055286","74.4132147",,,,,,"17 Shareef Pura Rd, Shareef Pura Sharif Pura, Lahore, Punjab 54000, Pakistan",,"8","Supermarket","4.8","54000","6","17 Shareef Pura Rd"
"AMIR KARYANA SHOP","31.1265219","74.0565111",,,,,,"43G4+JJ2, Gandhi Uttar, Kasur, Punjab, Pakistan",,"16","Supermarket","5",,"5","43G4+JJ2"
"Khilji khalsa","31.065705","74.272886",,,,,,"378F+75J, Unnamed Road, Haveli Shafi, Kasur, Punjab, Pakistan",,"17","Supermarket","4.5",,"10","378F+75J, Unnamed Road"
"Mall din Supermarket","31.5860835","74.3434496",,,,,,"H8PV+C9P, Unnamed Road, Mohalla Sadaat Misri Shah, Lahore, Punjab, Pakistan",,"9","Grocery store","4.2",,"367","H8PV+C9P, Unnamed Road"
"Malik Aslam Karyana Store","31.1734648","74.1000453",,,,,,"54F2+82J, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"18","Grocery store","5",,"3","54F2+82J"
"Ababil Plastic and Steel Crockery Store","31.6133617","74.3510005",,,,,,"J972+883, Jarrar Garden Lahore, Punjab, Pakistan",,"10","Grocery store",,,"0","J972+883"
"Urban Super Market","31.551742","74.3140784",,,,,,"Mahboob Arcade, 105 Lytton Road, Mozang Chungi, Lahore, Punjab 54000, Pakistan",,"11","Supermarket",,"54000","0","Mahboob Arcade, 105 Lytton Road"
"Aslam Supermarket","31.4215398","74.2292467",,,,,,"chowk, Main raiwind Lda, Avenue 1, Lahore, Pakistan",,"13","Grocery store","4.3",,"991","chowk, Main raiwind Lda, Avenue 1"
"Haji mushtaq ahmed comission shop","31.173266","74.104798",,,,,,"54F3+8W3, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"19","Grocery store","3.8",,"6","54F3+8W3"
"Mian Brothers Cattle & Dairy Farm","31.6158093","74.390401",,,,,,"J98R+85C, Interchange Ring Road, near Fidaa Kanta, Mehmood Booti Lahore, Punjab, Pakistan",,"14","Supermarket","4.8",,"5","J98R+85C, Interchange Ring Road, near Fidaa Kanta"
"Umaima super market","31.5294294","74.4548811",,,,,,"GFH3+QXC, Paragon City, Lahore, Punjab, Pakistan",,"15","Supermarket","4.3",,"6","GFH3+QXC"
"Rana Wajid General and Karyana store","31.7765091","74.3176982",,,,,,"Q8G9+J34, Dhamki Chak No 47, Sheikhupura, Punjab, Pakistan",,"16","Grocery store","4.6",,"8","Q8G9+J34"
"ar trader","31.6432209","74.2882862",,,,,,"Danish alkhan hotel barkat town stop lahore shahdara, town, Lahore, 54000, Pakistan",,"18","Supermarket","3","54000","2","Danish alkhan hotel barkat town stop lahore shahdara"
"Khaliq Jutt Super Stor","31.1429469","74.1866794",,,,,,"45VP+5MF Marali Otar, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"20","Grocery store","3.7",,"3","45VP+5MF Marali Otar"
"Sohail General Store.","31.6461607","74.4749629",,,,,,"JFWF+FX8, Jandiyala Awan Jhandiala, Lahore, Punjab, Pakistan",,"19","Grocery store","3",,"1","JFWF+FX8"
"Billa Pan Shop","31.627269","74.305264",,,,,,"2 Ghoray Shah Rd, Shahdara Town, Shahdara, Lahore, Punjab 31000, Pakistan",,"20","Grocery store","5","31000","1","2 Ghoray Shah Rd"
"Adil islam karyana store","31.1200296","74.1853838",,,,,,"45CP+256, chhina ottar, Kasur, Punjab, Pakistan",,"28","Grocery store",,,"0","45CP+256"
"RIZWAN SALEEM KRYANA STORE","31.1057604","74.1670061","2","1","1","0","0","4548+8R2, Unnamed Road, Kasur, Punjab, Pakistan",,"29","Grocery store","3.8",,"4","4548+8R2, Unnamed Road"
"LIAQAT karyana store","31.1093334","74.156657","3","0","1","0","0","4554+PMM, Chhina Arla, Kasur, Punjab, Pakistan",,"30","Grocery store","4",,"4","4554+PMM"
"Araian Brothers Karyana Store","31.6867734","74.3437004",,,,,,"Kot Hidayat Ali Kot Haidayat Ali, Sheikhupura, Punjab, Pakistan",,"23","Grocery store",,,"0",
"Gulzar Karyana Store","31.6860641","74.341504","0","0","1","0","0","Kot Hidayat Ali Kot Haidayat Ali, Sheikhupura, Punjab, Pakistan",,"25","Grocery store","1",,"1",
"Butt Brothers Babakwal store","31.6965046","74.3580306","9","3","1","0","1","M9W5+J62, Babakwal Sheikhupura, Punjab, Pakistan",,"26","Grocery store","4.3",,"14","M9W5+J62"
"Mian g genral store goal","31.7078019","74.3711523","5","0","0","1","0","P95C+4F, Goal, Sheikhupura, Punjab, Pakistan",,"27","Grocery store","4.7",,"6","P95C+4F"
"Khalid Karyana & General store","31.7308618","74.4310337","1","0","0","0","0","PCJJ+8CV, Laban Wala, Sheikhupura, Punjab, Pakistan",,"28","Grocery store","5",,"1","PCJJ+8CV"
"Ensari Fruit & Juice Bar","31.0342771","74.3579658",,,,,,"Alnoor Market, Qutba, Kasur, Punjab 55050, Pakistan",,"1","Grocery store","4.5","55050","2","Alnoor Market"
"Mehar Tariq Karyana store","31.0277234","74.354449",,,,,,"29H3+3QP, Noor Pur Pul, Kasur, Punjab, Pakistan",,"2","Grocery store","3.5",,"4","29H3+3QP"
"Rehmani General Store","31.0272959","74.3512254",,,,,,"29G2+WF9، دیپالپور روڈ, Noor Pur Pul, Kasur, Punjab, Pakistan",,"3","Grocery store","4.6",,"5","29G2+WF9، دیپالپور روڈ"
"Jamal Super Mart","31.1318964","74.4453356",,,,,,"4CJW+Q44, Kasur - Raiwind Rd, Mushtaq Colony Kasur, Punjab 55050, Pakistan",,"4","Supermarket","4.6","55050","9","4CJW+Q44, Kasur - Raiwind Rd"
"Ibrahim Cash & Carry Store","30.9926003","74.3508871",,,,,,"Choke Tara Garh, Kasur, 55050, Pakistan",,"6","Supermarket",,"55050","0","Choke Tara Garh"
"Wali Market","31.1136141","74.4588287",,,,,,"4F75+CGW Kot Ghulam Mohammad Khan, Tehsil Rd, Basti Gulab Shah Kot Ghulam Muhammad, Kasur, Punjab 55050, Pakistan",,"7","Grocery store","4.2","55050","31","4F75+CGW Kot Ghulam Mohammad Khan, Tehsil Rd"
"Haji Salamat Karyana Store","31.0269003","74.3512089",,,,,,"Noorpur - Tara Garh Rd, Noor Pur Dogera, Kasur, Punjab, Pakistan",,"8","Grocery store",,,"0","Noorpur - Tara Garh Rd"
"Pakistan super store","31.2482171","74.2155755",,,,,,"66X8+76P, Shanny Qasai Wala Gala, Raiwind, Kasur, Punjab, Pakistan",,"12","Grocery store","4.5",,"4","66X8+76P, Shanny Qasai Wala Gala"
"Ch Zeeshan Ahmad khan","30.9018628","74.1410888",,,,,,"W42R+PCW, Adda Road, Talwandi, Kasur, Punjab, Pakistan",,"14","Supermarket","4",,"21","W42R+PCW, Adda Road"
"Malik asim supermarket","31.1178281","74.4408668",,,,,,"4C9R+48Q, Jamat Pura Basti Chimbyanwali, Kasur, Punjab, Pakistan",,"16","Supermarket",,,"0","4C9R+48Q"
"जय बाबा रामदेव किराणा व फैंसी स्टोर","31.0293106","74.4280142",,,,,,"2CHH+P6C, Basti Gujaran Wali, Kasur, Punjab, Pakistan",,"24","Grocery store",,,"0","2CHH+P6C"
"Ahmad general store","31.197507","74.3628907",,,,,,"Village, nou post office, Orara Rd, Rao Khan Wala, Kasur, Punjab, Pakistan",,"1","Grocery store","4.7",,"3","Village, nou post office, Orara Rd"
"Bhatti Hospital Storte","31.1889559","74.3364788",,,,,,"58QP+HHQ, Pattoki - Raiwind Rd, Bkm Society Raiwind, Rao Khan Wala, Kasur, Punjab, Pakistan",,"2","Grocery store","5",,"1","58QP+HHQ, Pattoki - Raiwind Rd, Bkm Society Raiwind"
"آرا سٹاپ","31.1928178","74.3264247",,,,,,"58VG+4HF, Main Ara stop, Kasur - Raiwind Rd, Kasur, Pakistan",,"3","Grocery store","3.9",,"28","58VG+4HF, Main Ara stop, Kasur - Raiwind Rd"
"Foji Karyana Store","31.3930498","73.7762354",,,,,,"9QVG+6F9, Nankana Sahib Rd, Kirchpur, Nankana Sahib, Punjab, Pakistan",,"1","Supermarket","5",,"8","9QVG+6F9, Nankana Sahib Rd"
"Rai Tauqeer haider Mangara","31.4207619","73.7456549",,,,,,"CPCW+872, Abbianwala, Nankana Sahib, Punjab, Pakistan",,"2","Grocery store","4.5",,"2","CPCW+872"
"Laal Chowk, Village Mangtanwala","31.3715931","73.84255",,,,,,"9RCV+J2M, Sheikhupura - Mangtanwala Rd, Village Mangtanwala, Nankana Sahib, Punjab, Pakistan",,"3","Grocery store","4.6",,"8","9RCV+J2M, Sheikhupura - Mangtanwala Rd"
"Mirza Nasar Traders","31.4508424","73.7062518",,,,,,"Main Market Rehriyaa wala bazar, Nankana Sahib, Punjab 39100, Pakistan",,"4","Grocery store","4.6","39100","14","Main Market Rehriyaa wala bazar"
"Al Nsar Proteen Forun","31.2022346","74.2928736",,,,,,"672V+V4X, Kasur, Punjab, Pakistan",,"4","Grocery store","5",,"1","672V+V4X"
"Javeed Karyana Store","31.4561428","73.7060449",,,,,,"FP44+FC3, bhatta bazar, Shad Bagh Colony, Nankana Sahib, Punjab, Pakistan",,"6","Supermarket","4.4",,"12","FP44+FC3, bhatta bazar"
"A Mart","31.4262419","73.8782357",,,,,,"CVGH+H9, Azeem Wala, Nankana Sahib, Punjab, Pakistan",,"7","Grocery store","4",,"2","CVGH+H9"
"Mian Traders","31.4509824","73.7081227",,,,,,"FP25+96X, Guru Bazaar, Nankana Sahib, Punjab, Pakistan",,"8","Grocery store","5",,"2","FP25+96X, Guru Bazaar"
"BAQALAH AL REHMAN","31.4562678","73.7008822",,,,,,"FP42+G92, Nankana Sahib, Punjab, Pakistan",,"10","Grocery store","4.7",,"3","FP42+G92"
"Ahmad Aitzaz khan Wattoo commission shop","31.4524168","73.7071986",,,,,,"FP24+XV8, Mandi Mor Bus Stop, Nankana Sahib, Punjab, Pakistan",,"11","Supermarket","5",,"1","FP24+XV8, Mandi Mor Bus Stop"
"مھرمحمد امین اینڈ کمپنی","31.1918386","74.3279671",,,,,,"58RH+P5P, Rao Khan Wala, Kasur, Punjab, Pakistan",,"5","Supermarket","4.3",,"26","58RH+P5P"
"Sial.Mart North","31.4304976","73.8781429",,,,,,"Motorway M3, Nankana Sahib Service Area M3 Lahore-Abdul, Motorway, Hakim-Multan, Pakistan",,"12","Supermarket","4",,"1","Motorway M3, Nankana Sahib Service Area M3 Lahore-Abdul, Motorway"
"Adeel General Store","31.4674633","73.605676",,,,,,"FJ84+X7M, Martinpur, Nankana Sahib, Punjab, Pakistan",,"13","Grocery store","3.9",,"19","FJ84+X7M"
"Baloch general store","31.1662084","74.3002873",,,,,,"5882+F4M, Theh Saharan, Kasur, Punjab, Pakistan",,"6","Grocery store",,,"0","5882+F4M"
"Virk General Store","31.4478591","73.7026297",,,,,,"CPX3+43R, Mohalla Rasool Nagar, Nankana Sahib, Punjab, Pakistan",,"14","Grocery store","5",,"1","CPX3+43R"
"Galaxy Supermarket","31.3531875","74.2488125",,,,,,"963X+7G6, 31-5 & 50 Main Blvd, M7 Block M 7 Lake City, Lahore, Punjab 54790, Pakistan",,"7","Supermarket","4.3","54790","139","963X+7G6, 31-5 & 50 Main Blvd"
"Chishtia Sabria ata chaki","31.4458942","73.6929033",,,,,,"CMWV+952, Nankana Sahib, Punjab, Pakistan",,"15","Grocery store","4",,"2","CMWV+952"
"HB supermarket","31.3216993","74.2220016",,,,,,"62 plaza orchard heights in, Street Number 1, near gate, Bahria Orchard Central District Bahria Orchard, Lahore, Punjab 55150, Pakistan",,"9","Grocery store","4.1","55150","39","62 plaza orchard heights in, Street Number 1, near gate"
"Abrar general store","31.2398226","74.2111607",,,,,,"66Q6+WFF, Jinnah Colony Raiwind, Kasur, Punjab, Pakistan",,"11","Grocery store","5",,"2","66Q6+WFF"
"Sial Mart","31.426177","73.8778981",,,,,,"CVJH+56, Azeem Wala, Nankana Sahib, Punjab, Pakistan",,"16","Grocery store","2.5",,"2","CVJH+56"
"Karmawala Commission Shop","31.3204188","73.7948865",,,,,,"8QCV+5X6, More Khunda, Nankana Sahib, Punjab, Pakistan",,"18","Supermarket","4.5",,"20","8QCV+5X6"
"Zia Traders","31.1480514","74.3241084",,,,,,"48XF+6JH, Unnamed Road, Theh Shaikham, Kasur, Punjab, Pakistan",,"12","Grocery store","4.5",,"6","48XF+6JH, Unnamed Road"
"umar super store","31.2713504","74.4122929",,,,,,"Shadab colony, 18km Lahore – Kasur Rd, Lahore, Kasur, Punjab, Pakistan",,"17","Supermarket","5",,"1","Shadab colony, 18km Lahore – Kasur Rd"
"Iqra Super Store","31.1154121","74.4477335",,,,,,"4C8X+539, Circular Rd, Bullay Shah Colony, Bhulle Shah Colony, Kasur, Punjab 55050, Pakistan",,"18","Grocery store","5","55050","2","4C8X+539, Circular Rd, Bullay Shah Colony"
"Navid senatry store","31.1638115","74.3842035","1","1","0","1","0","597M+GMG, Athilpur, Kasur, Punjab, Pakistan",,"27","Grocery store","4",,"3","597M+GMG"
"Hassan super store","31.1606982","74.2767153",,,,,,"Ram thaman, Kasur, Punjab 55050, Pakistan",,"28","Grocery store",,"55050","0",
"Asad Karyana Store","31.4333109","73.7488633","0","1","0","0","0","CPMX+8GH, Nankana Sahib, Punjab, Pakistan",,"23","Shop supermarket furniture store","4",,"1","CPMX+8GH"
"Rai IMRAN SUPER STORE","31.413004","73.8463939",,,,,,"Chora langar, Nankana Sahib, Punjab, Pakistan",,"24","Bakery",,,"0","Chora langar"
"Liaquat General Store","31.076505","74.5851054",,,,,,"3HGP+C7W, Kamalpura Kohna, Kasur, Punjab, Pakistan",,"3","Grocery store","5",,"1","3HGP+C7W"
"Aslam General Store اسلم جنرل اسٹور","31.0764217","74.5865276",,,,,,"3HGP+F86, Kamalpura Kohna, Kasur, Punjab, Pakistan",,"12","Grocery store","5",,"2","3HGP+F86"
"Bhai Bhai General Store","31.0559513","74.5418902",,,,,,"3G4R+9QJ, Bhedian Kalan - Sheikhpur Rd, Mahlem Kalan, Kasur, Punjab, Pakistan",,"13","Grocery store","4.4",,"20","3G4R+9QJ, Bhedian Kalan - Sheikhpur Rd"
"Nadeem Super Store","31.1199163","73.9903461",,,,,,"4X9Q+WH, Chak 31 Hanjurwal, Kasur, Punjab, Pakistan",,"1","Grocery store","5",,"5","4X9Q+WH"
"Abdullah Waheed Super Store","31.1261912","74.0286971",,,,,,"Bhoe Asal, Kasur, Punjab, Pakistan",,"2","Grocery store","4.4",,"44",
"AS Traders Changa Manga","31.0862699","73.9637544",,,,,,"3XP7+GG2, Changa Manga, Kasur, Punjab, Pakistan",,"4","Grocery store","4.3",,"4","3XP7+GG2"
"kasan autos raiwind","31.1286952","74.0386221",,,,,,"42HQ+FCH, Pattoki - Raiwind Rd, Bho Asal, Kasur, Punjab, Pakistan",,"5","Supermarket","5",,"1","42HQ+FCH, Pattoki - Raiwind Rd"
"Chuahdry genral store","31.1007041","74.0522281",,,,,,"4322+7VQ, Chak no 18, Rukh Mundeke Khurd, Kasur, Punjab, Pakistan",,"6","Grocery store","3.8",,"11","4322+7VQ, Chak no 18"
"Ashrafi Samnani Commission Shop","31.086503","73.9621252",,,,,,"Ahluwaal Rd, near Jamia Masjid, Changa Manga, Kasur, Punjab, Pakistan",,"7","Grocery store","4.2",,"5","Ahluwaal Rd, near Jamia Masjid"
"مولانا ظہور کریانہ سٹور","31.1941151","74.1215821",,,,,,"54VC+JJW, بستی آرائیاں zafarke, Kot Radha Kishan, Pakistan",,"9","Grocery store",,,"0","54VC+JJW, بستی آرائیاں zafarke"
"Nbp ehsas rashan ryiest Al Hussain Super store","31.0895927","73.9653163",,,,,,"3XQ8+R4P, Changa Manga, Kasur, Punjab, Pakistan",,"10","Grocery store","5",,"2","3XQ8+R4P"
"Al Karim Atta Chaki","31.0903781","73.9623717",,,,,,"3XR6+5W5, Changa Manga, Kasur, Punjab, Pakistan",,"12","Grocery store","5",,"1","3XR6+5W5"
"Maulana zahoor backers","31.1941162","74.1215791",,,,,,"54VC+JJW، بستی آرائیاں Kasur, Punjab, Pakistan",,"13","Grocery store",,,"0","54VC+JJW"
"رضوان جنرل سٹور","31.0865076","73.9620147",,,,,,"3XP6+JR2, Ahluwaal Rd, Changa Manga, Kasur, Punjab, Pakistan",,"16","Grocery store","4.4",,"12","3XP6+JR2, Ahluwaal Rd"
"PRINCE STORE 01","31.1728548","74.0179711",,,,,,"52F9+45X, Mithra Das, Kasur, Punjab, Pakistan",,"18","Grocery store","4",,"2","52F9+45X"
"Zafar Iqbal store","31.7684753","74.2574257",,,,,,"Q795+529, Manoabad, Mannoo Abad, Sheikhupura, Punjab, Pakistan",,"1","Grocery store","5",,"1","Q795+529"
"Al Sheikh General Store.","31.751796","74.2612514",,,,,,"Q726+PG6, Zia Abad Road, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"2","Grocery store","5",,"2","Q726+PG6, Zia Abad Road"
"Rana zafar Abbas khan","31.7625241","74.2580362",,,,,,"Q775+263, Nazarabad, Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"3","Grocery store","3",,"2","Q775+263"
"G M store","31.7559491","74.2615335",,,,,,"Q746+9JF, GT Rd, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab 54000, Pakistan",,"4","Grocery store","5","54000","1","Q746+9JF, GT Rd"
"jameel kiryana store","31.7474591","74.244938",,,,,,"P6WV+XXP, Government Girls Higher Secondary School, Nun, Sheikhupura, Punjab, Pakistan",,"5","Grocery store","4.6",,"5","P6WV+XXP, Government Girls Higher Secondary School"
"Shah Muqeem Grocerie Store","31.7542831","74.2538341",,,,,,"Q733+PG8, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"6","Grocery store","4.5",,"4","Q733+PG8"
"RB Super Mart","31.7241054","74.2619572",,,,,,"P7F6+JQW S.A Gardens, Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"7","Grocery store","4.5",,"11","P7F6+JQW S.A Gardens"
"ameen","31.753536","74.2565576",,,,,,"Q734+CJ7, Main Bazar, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab 54000, Pakistan",,"8","Grocery store","3.4","54000","7","Q734+CJ7, Main Bazar"
"RB Super Mart","31.7563257","74.2612944",,,,,,"AH2, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"9","Grocery store","5",,"3","AH2"
"rahat karyana","31.7549709","74.2608725",,,,,,"Q736+X8Q, Main Bazar, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"11","Grocery store",,,"0","Q736+X8Q, Main Bazar"
"HAFZ KHOURAM GARMANTS YOUNAT","31.7679004","74.2576085",,,,,,"Q795+529, Manoabad, Mannoo Abad, Sheikhupura, Punjab, Pakistan",,"12","Supermarket","3.8",,"17","Q795+529"
"NESTO CASH & CARRY","31.7219751","74.262269",,,,,,"shoaib block, 35C main beulevard, SA Garden Rd, phase 2 Muridke, 39000, Pakistan",,"13","Grocery store","5","39000","2","shoaib block, 35C main beulevard, SA Garden Rd"
"Ranjha Rice Dealer","31.7555022","74.2993276",,,,,,"Chak No 46 G.B Sakhira Samundri, Pakistan",,"14","Grocery store","5",,"1","Chak No 46 G.B Sakhira Samundri"
"nadeem","31.8006565","74.2557629",,,,,,"R724+786, Karkhana Bazar, Mohalla Ahmad Pura Mohalla Ahmedpura, Muridke, Sheikhupura, Punjab 54000, Pakistan",,"15","Grocery store","5","54000","1","R724+786, Karkhana Bazar"
"Dada Pota Super Store","31.734559","74.2770909",,,,,,"P7MG+RRG, Chak No 44, Sheikhupura, Punjab, Pakistan",,"16","Supermarket",,,"0","P7MG+RRG"
"Rana Jameel general store","31.7377667","74.2824283",,,,,,"Main Bazar chonk, Chak No 45, Pakistan",,"17","Grocery store","4.8",,"8","Main Bazar chonk"
"Uzair kryana Store","31.7680399","74.2582926",,,,,,"Q795+687, Chak 34 Wala Rd, Manoabad, Mannoo Abad, Sheikhupura, Punjab, Pakistan",,"18","Grocery store","5",,"1","Q795+687, Chak 34 Wala Rd"
"Noman general store and aata chaki","31.782156","74.2736446",,,,,,"Q7JF+J96, Rakh Bholi Salamat Pura, Sheikhupura, Punjab, Pakistan",,"19","Grocery store","1",,"1","Q7JF+J96"
"JAFRI KARYANA","31.7484017","74.2414071",,,,,,"P6XR+3H6, Village Noon, Sheikhupura, Punjab, Pakistan",,"20","Grocery store",,,"0","P6XR+3H6"
"Rana Nasir Karyana store","31.7734278","74.2125612","3","0","0","0","0","Q6F7+92F, Muridke, Sheikhupura, Punjab, Pakistan",,"26","Grocery store","5",,"3","Q6F7+92F"
"mm","31.753536","74.2565576",,,,,,"Q734+CJ7, Main Bazar, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab 54000, Pakistan",,"34","Grocery store",,"54000","0","Q734+CJ7, Main Bazar"
"Ali super store","31.753536","74.2565576",,,,,,"Q734+CJ7, Main Bazar, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab 54000, Pakistan",,"35","Grocery store",,"54000","0","Q734+CJ7, Main Bazar"
"javed store","31.753536","74.2565576",,,,,,"Q734+CJ7, Main Bazar, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab 54000, Pakistan",,"36","Grocery store",,"54000","0","Q734+CJ7, Main Bazar"
"jamil","31.753536","74.2565576",,,,,,"Q734+CJ7, Main Bazar Ravi Rayon, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab 54000, Pakistan",,"38","Grocery store",,"54000","0","Q734+CJ7, Main Bazar Ravi Rayon"
"Ali Cold Corner","31.758569","74.2614727",,,,,,"Q756+CHH, GT Rd, Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"40","Grocery store",,,"0","Q756+CHH, GT Rd"
"M. Nadeem karyana store","31.7770069","74.3175955","2","0","0","0","0","Q8G9+R25, Dhamki Chak 47, Sheikhupura, Punjab, Pakistan",,"41","Grocery store","5",,"2","Q8G9+R25"
"AYAZ Traders Ravi Rayan","31.7544185","74.2596391",,,,,,"Q735+QV6, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"42","Supermarket",,,"0","Q735+QV6"
"adeel bhatti store","31.753536","74.2565576",,,,,,"Q734+CJ7, Main Bazar, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab 54000, Pakistan",,"45","Grocery store",,"54000","0","Q734+CJ7, Main Bazar"
"shahid sweats","31.753536","74.2565576",,,,,,"Q734+CJ7, Main Bazar, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab 54000, Pakistan",,"46","Grocery store",,"54000","0","Q734+CJ7, Main Bazar"
"RJ Bhatti Paan Shap","31.7571464","74.2605618","5","1","0","0","0","Q746+V63, Hussain Town Rd, Ravi Rayon Muridke, Sheikhupura, Punjab, Pakistan",,"47","Grocery store","4.8",,"6","Q746+V63, Hussain Town Rd"
"Muhammadi super store","31.7825526","74.2537915",,,,,,"Near streeet 7/A uper cenal main basra road Basra, colony, Muridke, 39000, Pakistan",,"48","Grocery store",,"39000","0","Near streeet 7/A uper cenal main basra road Basra, colony"
"Raza paan shop","31.7692772","74.2681837",,,,,,"Q799+P77, Rakh Boli Muridke, Sheikhupura, Punjab, Pakistan",,"49","Grocery store",,,"0","Q799+P77"
"Butt paan shop","31.7550839","74.2613859",,,,,,"Q746+38, Ravi Rayon Kala Shah Kaku, Sheikhupura, Punjab, Pakistan",,"50","Grocery store",,,"0","Q746+38"
"Ameen Kryana Store","31.7573156","74.2546892",,,,,,"Q746+V52, Hussain Town Rd, Ravi Rayon, Muridke, Sheikhupura, Punjab, Pakistan",,"51","Grocery store",,,"0","Q746+V52, Hussain Town Rd"
