"reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","categoryName","location/lat","location/lng","totalScore","street","price","address","postalCode","title","reviewsCount"
,,,,,"Dairy","31.5376341","74.5500914",,"Near Govt high school for boys/ old paddy Road manhala lahore Minhala",,"Near Govt high school for boys/ old paddy Road manhala lahore Minhala, Lahore, 53401, Pakistan","53401","Dairy farm Dr Shahzad Shoaib","0"
,,,,,"Oil store","31.556214","74.5580454",,"Minhala Kalan, Main Minhala bazar, near Govt Girls Higher Secondary School",,"Minhala Kalan, Main Minhala bazar, near Govt Girls Higher Secondary School, Manhala, Lahore, Punjab 53200, Pakistan","53200","Amir kolo Wala","0"
"1","1","0","0","0","Primary school","31.1293571","74.2524914","4.5","47H2+PXX",,"47H2+PXX, Sidhupura, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","2"
"2","0","0","0","1","School","31.108951","74.1916883","4","455R+HMP, Unnamed Road",,"455R+HMP, Unnamed Road, Chhina, Kasur, Punjab, Pakistan",,"ALL HUDA PUBLIC SCHOOL","3"
"1","0","1","0","0","School","31.1338574","74.1625304","3","Al irfan model street",,"Al irfan model street, Rawal Jhanger, Kasur, Punjab, Pakistan",,"العرفان ماڈل سکول راول جھنگڑ","2"
"1","0","0","1","1","Primary school","31.1317473","74.1440649","3.3","44JV+MJW",,"44JV+MJW, Jhuggian Guruke, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys), WARA KUMHARAN WALA","3"
,,,,,"Primary school","31.1085743","74.1596914",,"4555+CVG",,"4555+CVG, Chhina Arla, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys) PENTION KHORAN","0"
"1","0","0","0","0","School","31.1089247","74.1599538","5","4555+HX8, Unnamed Road",,"4555+HX8, Unnamed Road, Kasur, Punjab, Pakistan",,"Mian ismail memorial public school Tara Singh","1"
"0","1","0","1","0","Primary school","31.1422164","74.2043801","3.5","46R3+VQJ",,"46R3+VQJ, Kot Mehtab Khan, Kasur, Punjab, Pakistan",,"Govt Girls Primary School, KOT KHUSHHAL SINGH","2"
,,,,,"Middle school","31.1046512","74.2128503",,"4637+V49",,"4637+V49, Naul, Kasur, Punjab, Pakistan",,"Govt Girls Elementary School","0"
"1","0","0","1","0","School","31.0950059","74.2237884","4","36WF+2G3",,"36WF+2G3, Kasur, Punjab, Pakistan",,"Govt Girls Primery School Kot Assa Singh","2"
,,,,,"School","31.1498318","74.1651174",,"45X8+W2Q",,"45X8+W2Q, Handal, Kasur, Punjab, Pakistan",,"The Ayubia Educational System","0"
,,,,,"Primary school","31.1009066","74.1650639",,"4528+928",,"4528+928, Kot Salkhan, Kasur, Punjab, Pakistan",,"Govt Girls Primary School, PANSION KHAWARAN","0"
,,,,,"Middle school","31.1506954","74.2064005",,"5624+7HC",,"5624+7HC, Kot Mehtab Khan, Kasur, Punjab, Pakistan",,"Govt Girls Elementary School","0"
"2","1","0","0","0","School","31.1127812","74.1820408","4.7","457J+4R7",,"457J+4R7, Chhina, Kasur, Punjab, Pakistan",,"Govt High school Chhina Uttar Tehsil kot radha, Cluster training and support center","3"
,,,,,"Primary school","31.12425","74.1504411",,"45F2+P54",,"45F2+P54, Chhina Arla, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys), Wara Mughlan","0"
,,,,,"High school","31.1441913","74.1854978",,"45VP+M5H, Kot Maralli ottar Tehsil",,"45VP+M5H, Kot Maralli ottar Tehsil, Kot Radha Kishan, Kasur, Pakistan",,"IQRA PUBLIC HIGH SCHOOL","0"
,,,,,"Primary school","31.131679","74.249134",,"46JX+MMC",,"46JX+MMC, Sidhupura, Kasur, Punjab, Pakistan",,"Govt Girls Primary School","0"
,,,,,"School","31.1474142","74.1621634",,"45W6+XV7",,"45W6+XV7, Handal, Kasur, Punjab, Pakistan",,"Handal school","0"
,,,,,"School","31.1181947","74.1641022",,"4597+7JH Chhina Arla",,"4597+7JH Chhina Arla, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"Iqra High School","0"
,,,,,"Middle school","31.1087062","74.1884868",,"455Q+F9Q",,"455Q+F9Q, Chhina, Kasur, Punjab, Pakistan",,"دی نالج سکول چھینہ اوتاڑ","0"
"1","0","0","0","0","School","31.1182808","74.1636821","5",,,"Chhina Arla, Kasur, Punjab, Pakistan",,"Youth Awareness Organization","1"
"4","0","0","0","0","School","31.1299438","74.2095188","5","46H5+XRC",,"46H5+XRC, Aulakh Uttar, Kasur, Punjab, Pakistan",,"Yasin Public High School and Girls College","4"
,,,,,"School","31.134316","74.162462",,"45M7+P27",,"45M7+P27, Rawal Jhanger, Kasur, Punjab, Pakistan",,"Al-Hamd School of Education","0"
,,,,,"School","31.1440868","74.1864089",,"45VP+JHM Village kot Marali ottar",,"45VP+JHM Village kot Marali ottar, Kot Radha Kishan, Kasur, Punjab, Pakistan",,"Ahad Educators School System","0"
"2","0","0","0","0","School","31.1043633","74.2437483","5","463V+PFX, Kalay Ottar Road",,"463V+PFX, Kalay Ottar Road, Basti Chhapar, Kasur, Punjab, Pakistan",,"Govt. High School Chiragh Din Wala","2"
"1","0","0","0","0","School","31.1270473","74.2133167","5","46G7+R88",,"46G7+R88, Aulakh Uttar, Kasur, Punjab, Pakistan",,"The Rise Science Academy Olakh Ottat","1"
,,,,,"School","31.109902","74.2135754",,"4657+XC",,"4657+XC, Naul, Kasur, Punjab, Pakistan",,"Sadam memorial school","0"
,,,,,"Primary school","31.1061381","74.2118237",,"4646+FP4",,"4646+FP4, Naul, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","0"
,,,,,"Primary school","31.1211831","74.2382556",,"46CQ+F8C",,"46CQ+F8C, Chhaju Wala, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","0"
,,,,,"Primary school","31.1130138","74.2186952",,"4679+6F4",,"4679+6F4, Amar Pura, Kasur, Punjab, Pakistan",,"Govt Primary School (Boys)","0"
,,,,,"School","31.1501419","74.1650311",,"5528+322",,"5528+322, Handal, Kasur, Punjab, Pakistan",,"Rao TALHA AHMED house The ayubia educational system","0"
,,,,,"School","31.129334","74.2524049",,"47H2+PXJ, Unnamed Road",,"47H2+PXJ, Unnamed Road, Sidhupura, Kasur, Punjab, Pakistan",,"Government high school for boys","0"
,,,,,"School","31.1278169","74.1445471",,"44HV+4RF",,"44HV+4RF, Rawal Jhanger, Kasur, Punjab, Pakistan",,"SIX BROTHERS HAWELIy","0"
,,,,,"School","31.1164239","74.1637045",,"4587+HF8",,"4587+HF8, Chhina Arla, Kasur, Punjab, Pakistan",,"GOVT. BOYS PS CHHINA ARLA","0"
,,,,,"School","31.1243696","74.1505814",,"45F2+P6W",,"45F2+P6W, Chhina Arla, Kasur, Punjab, Pakistan",,"GOVT. PS WARA MUGHLAN WALA RAWAL JHANGAR","0"
,,,,,"Housing society","31.1398977","74.2346449",,"Govt primary school sanght sung wala boys Ibrahim son's Homes 1",,"Govt primary school sanght sung wala boys Ibrahim son's Homes 1, Kasur, Pakistan",,"Ibrahim son's homes","0"
"1","0","0","0","0","School","31.1138486","74.2148868","5","Street No 1 Rustan Khan House",,"Street No 1 Rustan Khan House, Amarpura, Kasur, Punjab 55180, Pakistan","55180","Amar Pura Badminton Club","1"
,,,,,"School","31.1041919","74.1571427",,"4534+MVC",,"4534+MVC, Chhina Arla, Kasur, Punjab, Pakistan",,"GES Chak Pension Khowran","0"
,,,,,"School","31.099947","74.162251",,"35X6+XWC",,"35X6+XWC, Kot Salkhan, Kasur, Punjab, Pakistan",,"Ges Pension Khowaran","0"
,,,,,"School","31.8119704","73.4649679",,"RF67+QXP",,"RF67+QXP, Rattian, Nankana Sahib, Punjab, Pakistan",,"New Educator School,JATHOL HOUSE","0"
,,,,,"Primary school","31.8106381","73.4631387","3","RF67+772",,"RF67+772, Rattian, Nankana Sahib, Punjab, Pakistan",,"Govt Boys Primary School Rattian","1"
,,,,,"Girls' high school","31.8124249","73.4622332","3.5","RF66+XV9 sukheki raittian",,"RF66+XV9 sukheki raittian, Rattian, Nankana Sahib, Punjab, Pakistan",,"Govt Girls High School Rattian","2"
,,,,,"Middle school","31.8192986","73.4582841",,"RF95+P87",,"RF95+P87, Ratian Chak 5, Nankana Sahib, Punjab, Pakistan",,"Govt Middle School","0"
,,,,,"Middle school","31.8009107","73.4025637","5","RC23+928",,"RC23+928, Hameroki, Nankana Sahib, Punjab, Pakistan",,"Government Girls Elementary school hameroki","1"
,,,,,"High school","31.7827486","73.4397566","5","QCMR+44M",,"QCMR+44M, Marh Balochan, Nankana Sahib, Punjab, Pakistan",,"Govt Boys High School Marh Balochan","1"
,,,,,"Primary school","31.7909197","73.4699908",,"QFR9+9X9, Marh Balochan Road",,"QFR9+9X9, Marh Balochan Road, Mahes Shumali, Nankana Sahib, Punjab 39100, Pakistan","39100","Govt Girls Primary School","0"
,,,,,"Elementary school","31.788232","73.4872503","5","QFQP+7W",,"QFQP+7W, Dharampura, Nankana Sahib, Punjab, Pakistan",,"The Professor School","3"
,,,,,"Middle school","31.7864646","73.492008",,"QFPR+Q7R",,"QFPR+Q7R, Dharampura, Nankana Sahib, Punjab, Pakistan",,"Modern Public Model School","0"
,,,,,"School","31.7863096","73.439646","5","QCPQ+GVC",,"QCPQ+GVC, Marh Balochan, Nankana Sahib, Punjab, Pakistan",,"Al Suffah School System","1"
,,,,,"Primary school","31.7830094","73.4368929",,"QCMP+6Q3, batoun wali gali",,"QCMP+6Q3, batoun wali gali, Marh Balochan, Nankana Sahib, Punjab, Pakistan",,"Govt. Girls Primary School","0"
"10","2","4","1","0","Poultry farm","31.1152599","74.1847612","3.8","1 Cheena Ottar, Near Govt. Boys High School",,"1 Cheena Ottar, Near Govt. Boys High School, Kot Radha Kishan, Kasur, Punjab 54000, Pakistan","54000","Mariyam layer farms","17"
,,,,,"Mosque","31.1137259","74.1832964",,"1 Cheena Ottar, near Govt. Boys High School",,"1 Cheena Ottar, near Govt. Boys High School, Kot Radha Kishan, Kasur, Punjab 54000, Pakistan","54000","مسجد","0"
,,,,,"School","31.1339412","74.1624896",,"45M7+G2R",,"45M7+G2R, Rawal Jhanger, Kasur, Punjab, Pakistan",,"Pakistan Model High School","0"
"2","0","0","0","0","School","31.8009643","73.4079618","5","RC25+95P",,"RC25+95P, Dera Chaudhary Sarang Khan Bhatti, Nankana Sahib, Punjab, Pakistan",,"Darbar Baba Mehlan Shah","2"
,,,,,"Primary school","31.7781575","73.4410546","4","QCHR+7C7, Main Road",,"QCHR+7C7, Main Road, Marh Balochan, Nankana Sahib, Punjab, Pakistan",,"Govt Primary School Charwind","1"
,,,,,"Primary school","31.7648909","73.4269945","4","QC7G+XQ5",,"QC7G+XQ5, Aliabad, Nankana Sahib, Punjab, Pakistan",,"Govt Boys Elementary School Aliabad Chak 112","4"
,,,,,"Primary school","31.7438602","73.4325271","4","PCVM+G2R",,"PCVM+G2R, Sangla Hill, Nankana Sahib, Punjab, Pakistan",,"TCF Primary School","1"
,,,,,"Primary school","31.7480328","73.4345071","5","PCXM+6R6, Lalanwala Momin Rd",,"PCXM+6R6, Lalanwala Momin Rd, Longowal Chak 28 RB, Nankana Sahib, Punjab, Pakistan",,"Govt Boys Primary School Longowal 28RB","5"
,,,,,"School","31.7657871","73.4458147","5","QC8W+888",,"QC8W+888، SULTAN PURA Nankana Sahib, Punjab, Pakistan",,"Government Girls Primary School","1"
,,,,,"School","31.7399875","73.4961928","5","PFQW+XFW",,"PFQW+XFW, Rangal Nangal, Nankana Sahib, Punjab, Pakistan",,"RANA NAVEED MUNHAJ SCHOOL","2"
,,,,,"Primary school","31.7512521","73.4397675","4","Lalanwala Momin Rd",,"Lalanwala Momin Rd, Nankana Sahib, Punjab, Pakistan",,"Govt Primary School Ishaq Pura","2"
,,,,,"School","31.7653243","73.4220431","5","QC8C+4RF",,"QC8C+4RF, Aliabad, Nankana Sahib, Punjab, Pakistan",,"Bajwa Grammer School","2"
,,,,,"Elementary school","31.7805674","73.4404217","5","QCJR+65F, Choranwala Road",,"QCJR+65F, Choranwala Road, Marh Balochan, Nankana Sahib, Punjab, Pakistan",,"Govt Boys Primery School Marh Balochan","1"
,,,,,"School","31.7653775","73.4292651","4.3","QC8H+5P2",,"QC8H+5P2, Aliabad, Nankana Sahib, Punjab, Pakistan",,"Govt. Elementary School For Girls","3"
,,,,,"School","31.7819262","73.4373786","5","QCJP+RW",,"QCJP+RW, Marh Balochan, Nankana Sahib, Punjab, Pakistan",,"Jinnah .C.E. School","1"
,,,,,"School","31.7346206","73.4738751","5","PFMF+RHR",,"PFMF+RHR, Mahesh, Nankana Sahib, Punjab, Pakistan",,"Government Girls High School","1"
,,,,,"School","31.7325065","73.4160908","5","PCM8+2C4",,"PCM8+2C4, Baroya, Nankana Sahib, Punjab, Pakistan",,"Govt Girls Primary School Baroya","2"
,,,,,"High school","31.7466567","73.4351656","5","PCWP+M37, Sangla Hill Rd",,"PCWP+M37, Sangla Hill Rd, Longowal Chak 28 RB, Nankana Sahib, Punjab, Pakistan",,"Govt Girl High School Longowal 28RB","5"
,,,,,"School","31.7756301","73.3945288",,"Q9GV+7R2, Unnamed Road",,"Q9GV+7R2, Unnamed Road, Titranwali, Nankana Sahib, Punjab, Pakistan",,"Government primary school Titranwali","0"
,,,,,"Middle school","31.7380336","73.4746212",,"PFQF+6R9",,"PFQF+6R9, Mahesh, Nankana Sahib, Punjab, Pakistan",,"Al-Haram Public School","0"
,,,,,"School","31.7758839","73.4033832",,"QCG3+992",,"QCG3+992, Mehmandwali, Nankana Sahib, Punjab, Pakistan",,"مہمند والی پرائمری سکول","0"
,,,,,"School","31.7846958","73.4407471",,"QCMR+V7H, Choranwala Road",,"QCMR+V7H, Choranwala Road, Marh Balochan, Nankana Sahib, Punjab, Pakistan",,"Goverment High school Marh Balochan","0"
,,,,,"School","31.7359506","73.5080726",,"PGP5+96P, Dhaban Lalanwala Road",,"PGP5+96P, Dhaban Lalanwala Road, Chak No.284 RB Lalanwala, Nankana Sahib, Punjab, Pakistan",,"DILMEER VIRK LESCO","0"
,,,,,"School","31.7910343","73.4901422",,"tehsil, Dharampura",,"tehsil, Dharampura, Safdarabad, Nankana Sahib, Punjab, Pakistan",,"GHS Dharampura","0"
,,,,,"Girls' high school","31.7783084","73.4368216",,"QCHP+8PG, Unnamed Road",,"QCHP+8PG, Unnamed Road, Marh Balochan, Nankana Sahib, Punjab, Pakistan",,"Gevt Girls High School March Balochan","0"
,,,,,"School","31.7622756","73.4572521",,"QF64+WW6, Unnamed Road",,"QF64+WW6, Unnamed Road, Bhaga Kot, Nankana Sahib, Punjab, Pakistan",,"GOVERNMENT GIRLS PRIMARY SCHOOL KOT BHAGA, SANGLAHILL, NANKANASAHIB, EMIS CODE: 35641056","0"
"1","0","0","0","0",,"31.7411272","73.4980401","5","PFRX+F63, CH Rasheed Street",,"PFRX+F63, CH Rasheed Street, Rangal Nangal, Nankana Sahib, Punjab, Pakistan",,"Govt Boys Primary School Rangar Nangal","1"
,,,,,"School","31.7369753","73.4946405",,,,"Safdarabad, Sheikhupura, Punjab 39540, Pakistan","39540","Minhaj ul Quran Model Secondry School","0"
,,,,,"School house","31.7408838","73.4981059",,"CH Rasheed Street",,"CH Rasheed Street, Rangal Nangal, Nankana Sahib, Punjab, Pakistan",,"ShukrAllah Pannu","0"
"1","0","1","0","0","Cemetery","31.7841126","73.4391631","3","QCMQ+JMV, school road",,"QCMQ+JMV, school road, Marh Balochan, Nankana Sahib, Punjab, Pakistan",,"Sofi Cement Store","2"
,,,,,"Trading card store","31.7837479","73.4387526",,"QCMQ+FGR, school road",,"QCMQ+FGR, school road, Marh Balochan, Nankana Sahib, Punjab, Pakistan",,"Ithaad comission shop","0"
,,,,,"School","31.3163829","73.7981123","4.4","8Q8X+H65، Canal Road",,"8Q8X+H65، Canal Road, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Country Model School & College","17"
,,,,,"School","31.3268809","73.8043126","5","8RG3+QP4, Lahore-Jaranwala Rd",,"8RG3+QP4, Lahore-Jaranwala Rd, More Khunda, Nankana Sahib, Punjab, Pakistan",,"EFA SCHOOLS SYSTEM","3"
,,,,,"School","31.2743353","73.8099249","5","7RF5+PXM",,"7RF5+PXM, Nankana Sahib, Punjab, Pakistan",,"Gov't elementary boys school goraya District Nankana sahib","1"
,,,,,"School","31.3214966","73.7995736","4.5","Telelphone exchange bazar",,"Telelphone exchange bazar, More Khunda, Nankana Sahib, Punjab 54000, Pakistan","54000","The Arqam schools more khunda","2"
,,,,,"Middle school","31.3126836","73.7857487","5","8Q7P+37H Sohrab khurd",,"8Q7P+37H Sohrab khurd, Surab Khurd, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Misali Cadet Elementary School","2"
,,,,,"School","31.2840925","73.798665","5","7QMX+JFM",,"7QMX+JFM, Qila Pakka, Nankana Sahib, Punjab, Pakistan",,"Government Primary School Center","1"
,,,,,"School","31.3057651","73.8024835","5","8R42+8X5, Bai Pheru - Halla Rd",,"8R42+8X5, Bai Pheru - Halla Rd, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Sir Syed School System","2"
,,,,,"School","31.3174882","73.7680104","5","8Q89+X6",,"8Q89+X6, Mor Khunda, Nankana Sahib, Punjab, Pakistan",,"Govt Primary school Bonga Gillan","1"
,,,,,"School","31.3255075","73.8004099","5","8RG2+653, Service Rd W",,"8RG2+653, Service Rd W, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Wisdom school","1"
,,,,,"School","31.3218218","73.7953055","5","8RVG+8CV, Lahore-Jaranwala Rd, More Khunda, Nankana Sahib, Punjab 39120",,"8RVG+8CV, Lahore-Jaranwala Rd, More Khunda, Nankana Sahib, Punjab 39120, 1, Pakistan","1","Crescent Grammar School & Academy","2"
,,,,,"School","31.3253664","73.7979633","4.2","Service Rd W",,"Service Rd W, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Dar-e-Arqam School More Khunda Campus","18"
,,,,,"School","31.2845043","73.7998692","5","7QMX+RW5",,"7QMX+RW5, Qilla Pacca, Nankana Sahib, Punjab, Pakistan",,"Unique School","2"
,,,,,"School","31.3155004","73.7934354","5","8Q8V+693, Gulshan e ibrahim head baloki road",,"8Q8V+693, Gulshan e ibrahim head baloki road, More Khunda, Nankana Sahib, Punjab, Pakistan",,"eFa School system","1"
,,,,,"School","31.3223872","73.7974395","5",,,"More Khunda, Nankana Sahib, Punjab, Pakistan",,"sawera school system More Khunda","1"
,,,,,"School","31.3240007","73.7977732","3","8QFX+J42",,"8QFX+J42, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Decent future school","1"
,,,,,"High school","31.3240007","73.7977732","5","8QFX+J42, Zakaria Canal Road, Purana JALAL",,"8QFX+J42, Zakaria Canal Road, Purana JALAL, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Little Angel Cadet School","1"
,,,,,"School","31.3220757","73.7949795","3.5","Lahore-Jaranwala Rd، near Sabzi Mandi",,"Lahore-Jaranwala Rd، near Sabzi Mandi, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Allied School More Khunda Campus","4"
,,,,,"High school","31.3233945","73.7985218","5","College Rd",,"College Rd, More Khunda, Nankana Sahib, Punjab 39100, Pakistan","39100","The Educators Ahmed Haseeb Campus","3"
,,,,,"School","31.3259576","73.8028806","5","8RG3+95J Khaki Shah, Lahore Rd",,"8RG3+95J Khaki Shah, Lahore Rd, More Khunda, Nankana Sahib, Punjab, Pakistan",,"STARS School & College More Khunda","5"
,,,,,"High school","31.3221578","73.799765","3","8RC2+P2F",,"8RC2+P2F, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Prime International School","2"
"5","0","0","0","0","School","31.3137248","73.8424041","5","8R7R+FXJ",,"8R7R+FXJ, Nankana Sahib, Punjab, Pakistan",,"Government Elementary School chand pur (Boys)","5"
"5","0","0","0","0","Elementary school","31.3144598","73.841658","5","8R7R+QMM",,"8R7R+QMM, Chandpur, Nankana Sahib, Punjab, Pakistan",,"Government Primary School Chand Pur (girls)","5"
"0","1","0","0","0","School","31.3165019","73.8426415","4","8R8V+J32",,"8R8V+J32, Chandpur, Nankana Sahib, Punjab, Pakistan",,"Jinnah public school (chand pur)","1"
"1","0","0","0","0","School","31.3252644","73.80134","5",,,"Mor Khunda, Nankana Sahib, Punjab, Pakistan",,"Shaheen Education Campus & Inter College","1"
"1","0","0","0","0","Preschool","31.320167","73.7871077","5","MAIN Lahore-Jaranwala Rd",,"MAIN Lahore-Jaranwala Rd, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Al Hidayah Islamic School More Khunda Campus","1"
,,,,,"School","31.4462574","73.7063813","5",,,"Nankana Sahib, Punjab, Pakistan",,"The Bulands School System","13"
,,,,,"Elementary school","31.5292719","73.7565794","5","GQH4+PJ4",,"GQH4+PJ4, Nankana Sahib, Punjab, Pakistan",,"govt primary school kot karmdad","1"
,,,,,"High school","31.4485855","73.7052783","4.4",,,"Nankana Sahib, Punjab, Pakistan",,"Govt. Capt Husnain Nawaz Shaheed (M.C) High School for Boys","27"
,,,,,"School","31.5105274","73.6989417","5","Unnamed Road",,"Unnamed Road, Bhago Wala, Nankana Sahib, Punjab, Pakistan",,"Goverment Boy's Primary School Bhago Wali","1"
,,,,,"School","31.4495833","73.6929586","4.8","CMXV+R5P",,"CMXV+R5P, Nankana Sahib, Punjab, Pakistan",,"Danish School","14"
,,,,,"Elementary school","31.5056938","73.7739912","5","GQ4F+7HH",,"GQ4F+7HH, Wakeel Wala, Nankana Sahib, Punjab, Pakistan",,"Govt Primary School Bahadur Wala","1"
,,,,,"Elementary school","31.3516525","73.7229318","5","9P2F+M57",,"9P2F+M57, Ganji Piran, Nankana Sahib, Punjab, Pakistan",,"Government primary school for boys","3"
,,,,,"Higher secondary school","31.4446931","73.7096108","4.2","Shora Kothi Rd",,"Shora Kothi Rd, Nankana Sahib, Punjab 39100, Pakistan","39100","Hira Public Higher Secondary School","14"
,,,,,"School","31.3312077","73.6898705","5","8MJQ+FWQ",,"8MJQ+FWQ, Kot Muhammad Bakhsh, Nankana Sahib, Punjab, Pakistan",,"Govt. Primary School Thatha Soortan","2"
"3","0","0","0","0","School","31.3234366","73.7908765","5","8QFR+99C",,"8QFR+99C, More Khunda, Nankana Sahib, Punjab, Pakistan",,"جامع مسجداحسن فیضان مدینہ موڑکھنڈا دعوت اسلامی","3"
,,,,,"Elementary school","31.3239434","73.797811",,"8QFX+H4F",,"8QFX+H4F, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Govt. Insaf Elementary School Madu ki","0"
,,,,,"Government school","31.3508041","73.7262863","5","9P2G+8G",,"9P2G+8G, Ganji Piran, Nankana Sahib, Punjab, Pakistan",,"Govt. girls primary and middle school","1"
,,,,,"School","31.4484712","73.7133194","4","House no 88 & 90, z block Housing Colony Rd",,"House no 88 & 90, z block Housing Colony Rd, Housing Colony, Nankana Sahib, Punjab, Pakistan",,"Bay Heights National Grammar School","4"
"6","0","1","0","0","School","31.323012","73.7954963","4.4","8QFW+655",,"8QFW+655, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Government Higher Secondary School, More Khunda","7"
,,,,,"School","31.4140655","73.9865577","5","CX7P+JJF, Lahore-Jaranwala Rd",,"CX7P+JJF, Lahore-Jaranwala Rd, Mandi Faizabad, Nankana Sahib, Punjab, Pakistan",,"KNOWLEDGE VALLEY PUBLIC SCHOOL","1"
"1","1","0","0","0","College","31.3239434","73.797811","4.5",,,"More Khunda, Nankana Sahib, Punjab, Pakistan",,"Shaheen School Sytem and science college","2"
,,,,,"Elementary school","31.3133809","73.7363229",,"Lahore-Jaranwala Rd",,"Lahore-Jaranwala Rd, Nankana Sahib, Punjab, Pakistan",,"Govt. Primary School Kot Manzoor","0"
,,,,,"School","31.3544429","73.755067","4","9Q34+Q2G",,"9Q34+Q2G, Dhari, Nankana Sahib, Punjab, Pakistan",,"GOVERNMENT PRIMARY SCHOOL DHARI BHATIAN","2"
"2","0","0","0","0","School","31.3219642","73.7918508","5","street#1, Jaranwala Rd",,"street#1, Jaranwala Rd, More Khunda, Nankana Sahib, Punjab, Pakistan",,"The Sublime Science And Commerce Acadmy","2"
,,,,,"School","31.317173","73.676028","5","8M8G+VC6",,"8M8G+VC6, Mohalla Bowray, Bucheki, Nankana Sahib, Punjab, Pakistan",,"Shining Stars School Bucheki (Reg)","2"
,,,,,"School","31.2929249","73.8131279",,"7RV7+576, Bhai Pheru - More Khunda Rd",,"7RV7+576, Bhai Pheru - More Khunda Rd, Adda Dhuddian, Nankana Sahib, Punjab, Pakistan",,"Zahra Ideal Public School","0"
,,,,,"Primary school","31.3847426","73.757594","5","9QM5+V2X",,"9QM5+V2X، کوٹلی لال،, Nankana Sahib, Punjab, Pakistan",,"Govt.Boys Primary School, Kotli Laal Bhattian","1"
,,,,,"Elementary school","31.4173102","73.6945711","5","CM8V+WRG",,"CM8V+WRG, Nankana Sahib, Punjab, Pakistan",,"Govt. Primary School, Pacca Bhattian","2"
"2","1","0","1","0","School","31.3207672","73.8007775","4.3","Exchange Bazar",,"Exchange Bazar, More Khunda, Nankana Sahib, Punjab 39120, Pakistan","39120","The National Educators","4"
,,,,,"School","31.3084885","73.6660021","5","8M58+9CR, Mohallah Rashid Park",,"8M58+9CR, Mohallah Rashid Park, Bucheki, Nankana Sahib, Punjab, Pakistan",,"Moeen public school bucheki","4"
,,,,,"School","31.3243675","73.7986309",,"8QFX+PFR",,"8QFX+PFR, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Educater school","0"
,,,,,"School","31.3589444","73.7052968","4","9P54+H4F",,"9P54+H4F, Khunni, Nankana Sahib, Punjab, Pakistan",,"Govt Primary School,Khunni Bhattian","1"
,,,,,"School","31.3194921","73.7855363",,"8Q9P+Q6V, Lahore-Jaranwala Rd",,"8Q9P+Q6V, Lahore-Jaranwala Rd, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Alhadiya school","0"
,,,,,"School","31.5219801","73.6750686","5","GMCG+Q2W, Unnamed Road",,"GMCG+Q2W, Unnamed Road, Bage Ka Chak, Sheikhupura, Punjab, Pakistan",,"Government Boys Elemantery School Baga Chak# 2 G-B","1"
,,,,,"School","31.3220537","73.7963616",,"8QCW+RGH, Lahore-Jaranwala Rd More Khunda",,"8QCW+RGH, Lahore-Jaranwala Rd More Khunda, Nankana Sahib, 39120, Pakistan","39120","Ashraf Public Model School","0"
,,,,,"School","31.3192374","73.791846",,"8Q9R+MPX",,"8Q9R+MPX, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Leads Grammar","0"
,,,,,"School","31.4924048","73.7455523","5","FPRW+X67, Unnamed Road",,"FPRW+X67, Unnamed Road, Nankana Sahib, Punjab, Pakistan",,"Goverment Elementary School Wakeel Wala","1"
"1","0","1","0","0","School","31.3240007","73.7977732","3","8QFX+J42, COLLEGE ROAD",,"8QFX+J42, COLLEGE ROAD, More Khunda, Nankana Sahib, Punjab, Pakistan",,"DAR-E-ARQAM COLLEGE FOR GIRLS & BOYS MORE KHUNDA","2"
,,,,,"School","31.5400461","73.6885577","5","Main Bazar",,"Main Bazar, Chandar Kot, Sheikhupura, Punjab, Pakistan",,"GOVT Boys High School. Chandar Nagar.","1"
,,,,,"School","31.3050039","73.8074644",,"8R44+2X4 Babber Wala",,"8R44+2X4 Babber Wala, More Khunda, Nankana Sahib, Punjab, Pakistan",,"Govt Boys Primary School Babber Wala","0"
"1","1","0","0","0","School","31.315754","73.7926963","4.5","8Q8V+834, Bai Pheru - Halla Rd",,"8Q8V+834, Bai Pheru - Halla Rd, More Khunda, Nankana Sahib, Punjab, Pakistan",,"HI-CAREER COLLEGE","2"
