"title","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","street","price","categoryName","location/lat","location/lng","totalScore","postalCode","address"
"BeYouTiful Salon","2","2","0","0","0","0","Urban Villas, H#142, Harbanspura Rd",,"Beauty salon","31.5565823","74.4151672","5","54840","Urban Villas, H#142, Harbanspura Rd, Aziz Bhatti Town, Lahore, Punjab 54840, Pakistan"
"Shahzad Fashion Saloon","1","1","0","0","0","0","HC48+XVF Pepsi Stop, Yazdani Rd",,"Hair salon","31.5574293","74.4171859","5",,"HC48+XVF Pepsi Stop, Yazdani Rd, Harbanspura, Lahore, Punjab, Pakistan"
"Madeehas Bridal Salon & Studio","875","507","200","62","72","34","36-A XX Block, Khayaban-e-Iqbal",,"Beauty salon","31.4711402","74.3632102","4.2",,"36-A XX Block, Khayaban-e-Iqbal، Road Commercial Area Sector XX DHA Phase 3, Lahore, Punjab, Pakistan"
"Hair art and beauty salon","4","4","0","0","0","0",,,"Beauty salon","31.5067186","74.4421028","5",,
"Lounge8 Salon (Ladies only)","18","18","0","0","0","0","299/1 k block 90 street",,"Hairdresser","31.4746","74.3941084","5","54000","299/1 k block 90 street, K block Dha Phase 1, Lahore, 54000, Pakistan"
"Imran Beauty Saloon","1","1","0","0","0","0","12-A Zarrar Shaheed Rd",,"Beauty salon","31.5451098","74.4186326","5",,"12-A Zarrar Shaheed Rd, Block A Guldasht Town, Lahore, Punjab, Pakistan"
"New Style Beauty Salon","4","4","0","0","0","0","H8M2+3R3, Pir Makki Rd",,"Beauty salon","31.5826469","74.3020376","5",,"H8M2+3R3, Pir Makki Rd, Data Gunj Buksh Town, Lahore, Punjab, Pakistan"
"Mehwish Almas Bridal Salon","62","51","2","3","5","1","35 Z",,"Beauty salon","31.4743919","74.3797244","4.6","54810","35 Z, DHA Phase 3, Lahore, 54810, Pakistan"
"Anahi's Salon","2","2","0","0","0","0",,,"Beauty salon","31.5290218","74.4325115","5","60614","DHA phase 8 Block G Park View CHS, Lahore, Punjab 60614, Pakistan"
"Uzmas Beauty Salon","1","1","0","0","0","0","Saddiq st, 21a Haider Rd",,"Beauty salon","31.5669473","74.2953552","5","54000","Saddiq st, 21a Haider Rd, Sant Nagar Islampura, Lahore, Punjab 54000, Pakistan"
"Ash Look Beauty salon","3","3","0","0","0","0","65 grove commercial, gat, Street Number 1",,"Beauty salon","31.5272914","74.4474202","5",,"65 grove commercial, gat, Street Number 1, Paragon City, Lahore, Punjab, Pakistan"
"Maham Salon","3","3","0","0","0","0","Tourist St, Anarkali Bazaar Lahore, Punjab Tourist, St",,"Beauty salon","31.566855","74.3095901","5","54000","Tourist St, Anarkali Bazaar Lahore, Punjab Tourist, St, Lahore, 54000, Pakistan"
"RAZORS Hair salon","12","12","0","0","0","0","1st floor, H, Plaza no, 98 h block, above quetta paratha",,"Hairdresser","31.482451","74.3955102","5","54000","1st floor, H, Plaza no, 98 h block, above quetta paratha, Lahore, 54000, Pakistan"
"Najma's Beauty Salon","1","1","0","0","0","0","GCQ9+5RQ",,"Beauty salon","31.5379532","74.4196159","5",,"GCQ9+5RQ, Sector A Block A Askari X, Lahore, Punjab, Pakistan"
"Ali Hassan hair salon","1","1","0","0","0","0","H8M5+WG3",,"Hair salon","31.5847727","74.3087842","5","54000","H8M5+WG3, Tibbi Mohalla Shahi Mohallah Walled City of Lahore, Lahore, Punjab 54000, Pakistan"
"The Makeup Studio by Zunaira","2","2","0","0","0","0","156-N Street 6",,"Beauty salon","31.5065508","74.4421285","5",,"156-N Street 6, N Block N Air Avenue, Lahore, Punjab, Pakistan"
"The Best Hair Saloon","105","54","16","9","21","5","F9VC+8M9, Street No. 7",,"Hair salon","31.4932891","74.3717471","4",,"F9VC+8M9, Street No. 7, Zaman Colony, Lahore, Punjab, Pakistan"
"Hair Flair Men's Salon DHA","29","21","6","1","1","0","Plot 39",,"Hair salon","31.4637478","74.3845528","4.6",,"Plot 39, Sector DD Sector CCA Dha Phase 4, Lahore, Punjab, Pakistan"
"Paradise beauty salon","2","2","0","0","0","0","H79X+39Q",,"Beauty salon","31.5677178","74.2984843","5",,"H79X+39Q, Krishan Nagar Islampura, Lahore, Punjab 54000, Pakistan"
"SKINPRANA - Aesthetic clinic & Salon","17","15","1","1","0","0","89-S, Ghuman Plaza, Barki Rd, near Alfatah",,"Beauty salon","31.5246277","74.4529755","4.7","53200","89-S, Ghuman Plaza, Barki Rd, near Alfatah, Paragon City, Lahore, Punjab 53200, Pakistan"
"ELSE Beauty Salon","3","2","1","0","0","0","H79P+7H5, Millat Rd",,"Beauty salon","31.5681415","74.286485","4.7","54000","H79P+7H5, Millat Rd, Islampura, Lahore, Punjab 54000, Pakistan"
"Look smart beauty saloon","45","34","7","3","1","0","F9CQ+MXQ",,"Beauty salon","31.4717002","74.3899816","4.5",,"F9CQ+MXQ, Sector K Dha Phase 1, Lahore, Punjab, Pakistan"
"The Cutting Crew Men's Salon","6","6","0","0","0","0","GC36+833",,"Beauty salon","31.5032503","74.4101741","5",,"GC36+833, Block E Divine Gardens, Lahore, Punjab, Pakistan"
"786 Rose Beauty Salon","6","3","2","0","1","0","Street Number 5",,"Beauty salon","31.5559743","74.4104101","4.3",,"Street Number 5, Block D Sally Town, Lahore, Punjab, Pakistan"
"Hira Khan Makeup Studio and Salon","165","131","12","12","8","2","297 Street No 8",,"Beauty salon","31.4980411","74.3622568","4.5",,"297 Street No 8, Extension Cavalry Ground, Lahore, Punjab, Pakistan"
"Singar Beauty Salon","3","3","0","0","0","0","H7GW+8PV",,"Beauty salon","31.5758696","74.2967971","5",,"H7GW+8PV, Data Gunj Buksh Town, Lahore, Punjab 54000, Pakistan"
"Amina Z Salon & Makeup Studio","375","189","83","49","43","11","Phase 3, 121 Y Commercial Area",,"Beauty salon","31.4731732","74.3763919","3.9","54810","Phase 3, 121 Y Commercial Area, Sector Y DHA Phase 3, Lahore, Punjab 54810, Pakistan"
"Faha Salon","43","35","3","4","1","0","244 Y block, near Rina’s",,"Beauty salon","31.4720783","74.3739978","4.5",,"244 Y block, near Rina’s, DHA Phase 3, Lahore, Pakistan"
"Shes Beauty Salon","1","1","0","0","0","0","H76V+GJ5, Zahoor St",,"Beauty salon","31.5612707","74.2940956","5","54000","H76V+GJ5, Zahoor St, Sanda National Town, Lahore, Punjab 54000, Pakistan"
"Sajjad Hair Salon For Boys","48","30","8","2","6","2","Gulberg 3, Makkah colony Rd",,"Beauty salon","31.498243","74.3569005","4.3","54000","Gulberg 3, Makkah colony Rd, Makkah Colony Lahore, Punjab 54000, Pakistan"
"Umer Hair salon","5","5","0","0","0","0","H7RW+GHJ, Baba Wazir Ali Rd",,"Hair salon","31.5913375","74.2963926","5",,"H7RW+GHJ, Baba Wazir Ali Rd, Karim Park Lahore, Punjab, Pakistan"
"Umair Salon And Studio","4","4","0","0","0","0","Shop No 4, Shoukat Colony",,"Beauty salon","31.6137439","74.2657912","5","54000","Shop No 4, Shoukat Colony, Begum Kot Shahdara Town, Lahore, Punjab 54000, Pakistan"
"masoomas bridal salon","163","89","25","31","11","7","F9PV+223",,"Beauty salon","31.4850081","74.3925515","3.8",,"F9PV+223, Sector F Dha Phase 1, Lahore, Punjab, Pakistan"
"Classic Beauty Salon","7","6","1","0","0","0","H7JW+PMX",,"Beauty salon","31.5818635","74.2967281","4.9",,"H7JW+PMX, Data Gunj Buksh Town, Lahore, Punjab, Pakistan"
"Smart Salon","33","20","8","3","2","0","253 St 12",,"Beauty salon","31.4714921","74.3764476","4.3",,"253 St 12, Sector Y DHA Phase 3, Lahore, Punjab, Pakistan"
"Talha beauti salon","1","1","0","0","0","0","H79R+4WV",,"Beauty salon","31.5678643","74.2922871","5","54000","H79R+4WV, Sant Nagar Islampura, Lahore, Punjab 54000, Pakistan"
"ISSH HAIR SALON","2","2","0","0","0","0","H76V+WR3",,"Hair salon","31.5622711","74.2945548","5","54000","H76V+WR3, Krishan Nagar Lahore, Punjab 54000, Pakistan"
"ESIM salon","32","20","5","3","4","0","18 A commercial",,"Beauty salon","31.4548328","74.3975882","4.2",,"18 A commercial, Sui Gas Society phase 1, Pakistan"
"Sabri Beauty Salon","1","1","0","0","0","0","16 Umar Rd",,"Beauty salon","31.5656348","74.2937625","5","54000","16 Umar Rd, Krishan Nagar Islampura, Lahore, Punjab 54000, Pakistan"
"Zainab's Salon","17","16","0","1","0","0","55 Walton Rd",,"Beauty salon","31.4645106","74.3493452","4.8",,"55 Walton Rd, Gulshan Colony, Lahore, Punjab, Pakistan"
"Haji Ibrahim Hair Salon","0",,,,,,"aleem mobile canter",,"Hair salon","31.3161844","74.4617583",,,"aleem mobile canter, Badarpur, Kasur, Punjab, Pakistan"
"Ruby Salon","1","1","0","0","0","0","H#61, St#33, Ibrahim Rd",,"Beauty salon","31.5774934","74.2898386","5","54000","H#61, St#33, Ibrahim Rd, Masoom Gunj Economy, Lahore, 54000, Pakistan"
"Glamour salon, Boutique clothing store & Photo studio","9","9","0","0","0","0","H6R5+FQ",,"Beauty salon","31.5911926","74.2093861","5",,"H6R5+FQ, Kot Nur Sha, Sheikhupura, Punjab, Pakistan"
"Lush Beauty Salon","2","2","0","0","0","0","No 23, 33 Abdali Rd",,"Beauty salon","31.5681225","74.2922672","5","54000","No 23, 33 Abdali Rd, Sant Nagar Islampura, Lahore, Punjab 54000, Pakistan"
"G.Men Hair Salon","26","15","1","2","7","1",,,"Hair salon","31.5636875","74.2849375","4","54000","Sanda Lahore, Punjab 54000, Pakistan"
"Beauty Bank Salon & Beautician Academy","33","20","5","3","2","3","J833+399",,"Beauty salon","31.6026709","74.3034957","4.1",,"J833+399, Qila Lachman Singh, Lahore, Punjab, Pakistan"
"Milano Salon for Men","7","2","4","0","1","0","22 Street 14",,"Hairdresser","31.5371748","74.4115189","4.1",,"22 Street 14, Sector B Block E Askari X, Lahore, Punjab, Pakistan"
"Beauty Room by Fatima Butt","6","4","1","1","0","0","61,CCA",,"Beauty salon","31.5204974","74.4398015","4.2","54940","61,CCA, DHA Phase 8 - Ex Park View DHA, Lahore, 54940, Pakistan"
"Denny hair studio","1","1","0","0","0","0","HC5C+25V, Main Rd, near Ranger Tanki",,"Hair salon","31.5576076","74.4204259","5",,"HC5C+25V, Main Rd, near Ranger Tanki, Shahid Town Aziz Bhatti Town, Lahore, Punjab, Pakistan"
"Rose Beauty Salon","8","4","2","2","0","0","rangers headquarters, Mill Wali Gali",,"Beauty salon","31.547071","74.4177832","3.8","54000","rangers headquarters, Mill Wali Gali, Shahid Town Aziz Bhatti Town, Lahore, Punjab 54000, Pakistan"
"fwglow","1","1","0","0","0","0","C",,"Beauty salon","31.5115799","74.4335105","5","54000","C, Block A Eden City, Lahore, Punjab 54000, Pakistan"
"Gulshan Makeup Studio and Training Institute","9","8","0","0","1","0","HC56+789",,"Beauty salon","31.5581663","74.4107997","4.8","51000","HC56+789, Aziz Bhatti Town, Lahore, Punjab 51000, Pakistan"
"Shamma beauty saloon","1","1","0","0","0","0","Jhugian Ali",,"Beauty salon","31.5042193","74.4394134","5",,"Jhugian Ali, Jhugiān Alfa Jhugian Ali, Lahore, Punjab, Pakistan"
"Rizwan hair salon","5","3","0","2","0","0","GC3Q+MPW Jhugian Ali, Unnamed Road",,"Hair salon","31.5042323","74.4393158","3.4",,"GC3Q+MPW Jhugian Ali, Unnamed Road, Jhugiān Alfa Jhugian Ali, Lahore, Punjab, Pakistan"
"Makeup Glam","5","4","0","1","0","0","GC6M+59R",,"Beauty salon","31.5104753","74.4333731","4.2",,"GC6M+59R, Block A Eden City, Lahore, Punjab, Pakistan"
"Look Smart Beauty Saloon","7","3","1","3","0","0","61-CCA (First Floor",,"Beauty salon","31.5205446","74.4398041","3.1",,"61-CCA (First Floor, Block D Park View CHS, Lahore, Punjab, Pakistan"
"Attraction Hair Salon","0",,,,,,"GCGW+7XR, Barki Rd, Gate # 1, near Royal Banquet Marriage Hall",,"Hair salon","31.5257422","74.4473956",,"54000","GCGW+7XR, Barki Rd, Gate # 1, near Royal Banquet Marriage Hall, Paragon City, Lahore, Punjab 54000, Pakistan"
"Beeru's Beauty Lounge","1","0","1","0","0","0","Paragon, 292 Orchard Green",,"Beauty salon","31.5403682","74.4618068","4","54000","Paragon, 292 Orchard Green, city, Lahore, Punjab 54000, Pakistan"
"MULTAZAM HEALTH CARE | DERMACO THE SKIN ,HAIR & LASER CLINIC","34","33","0","0","1","0","L-3 COMERCIAL",,"Dermatologist","31.5108661","74.4365497","4.9","15000","L-3 COMERCIAL, DHA Phase 8 - Ex Air Avenue Block L DHA Phase 8, Lahore, Punjab 15000, Pakistan"
"Anthony hair saloon","0",,,,,,"GCJP+8G7, Unnamed Road",,"Hair salon","31.5307776","74.436311",,,"GCJP+8G7, Unnamed Road, Baoo Wala Block K Park View CHS, Lahore, Punjab, Pakistan"
"Golden Hair Saloon","0",,,,,,"Cross colony",,"Beauty salon","31.5275971","74.4406819",,"53200","Cross colony, Baoo Wala Block J Park View CHS, Lahore, Punjab 53200, Pakistan"
"Vicky's Hair salon","1","0","0","1","0","0","HC39+8MV",,"Hair salon","31.5533729","74.4191819","1",,"HC39+8MV, Aziz Bhatti Town, Lahore, Punjab, Pakistan"
"Tulips ladies salon","17","14","1","2","0","0","Building 4 Sector GG Phase 4 Commercial DHA",,"Beauty salon","31.4585657","74.3849473","4.5",,"Building 4 Sector GG Phase 4 Commercial DHA, Sector GG Dha Phase 4, Lahore, Punjab, Pakistan"
"Revivel Salon & Spa","0",,,,,,"1st Floor, Chairman Market, Main Barki Rd, opposite Imperial Garden",,"Beauty salon","31.5222776","74.4512186",,"75350","1st Floor, Chairman Market, Main Barki Rd, opposite Imperial Garden, Block D Park View CHS, Lahore, Punjab 75350, Pakistan"
"Saira Salon & Spa","27","25","1","1","0","0","Building no 4 , mezzanine floor, M Block",,"Beauty salon","31.483422","74.4057118","4.8",,"Building no 4 , mezzanine floor, M Block, Sector M Dha Phase 1, Lahore, Punjab, Pakistan"
"Hair Port Salon","18","16","2","0","0","0","Shop 24",,"Beauty salon","31.4567849","74.3661125","4.9",,"Shop 24, DHA Phase 4 Block F 2 Block F Punjab CHS, Lahore, Punjab, Pakistan"
"Sana salon","1","0","0","1","0","0","GFH4+R59 Sana salon",,"Beauty salon","31.5295351","74.4554846","1",,"GFH4+R59 Sana salon, Paragon City, Lahore, Punjab, Pakistan"
"MJ Beauty Saloon & Spa","0",,,,,,,,"Beauty salon","31.5425576","74.4264126",,"54000","Aziz Bhatti Town, Lahore, Punjab 54000, Pakistan"
"Shafaq's Beauty Salon","57","35","5","5","8","4",,,"Beauty salon","31.4743125","74.4025625","4.1","54000","Civic Commercial Area Sector T DHA Phase 2, Lahore, Punjab 54000, Pakistan"
"stylo Hair Fashion (for ladys & gents)","0",,,,,,"HC39+42R, Unnamed Road",,"Beauty salon","31.5528714","74.417508",,,"HC39+42R, Unnamed Road, Badar Colony Aziz Bhatti Town, Lahore, Punjab, Pakistan"
"Rida's Salon & Spa","10","10","0","0","0","0","118",,"Beauty salon","31.4634787","74.3853624","5","54792","118, Phase 4 DD Block Sector CCA Defence Housing Authority, Lahore, Punjab 54792, Pakistan"
"Uzma's Beauty Salon- Y Block DHA","25","16","3","3","2","1","304 Y Block , Phase III, Commercial Area DHA",,"Beauty salon","31.4711401","74.3623215","4.1","54600","304 Y Block , Phase III, Commercial Area DHA, Sector XX DHA Phase 3, Lahore, Punjab 54600, Pakistan"
"The Highlights Beauty Salon By Ayesha","1","1","0","0","0","0","park, Gol Bagh, Ravi Rd, opposite water filter plant",,"Beauty salon","31.5929913","74.3031039","5",,"park, Gol Bagh, Ravi Rd, opposite water filter plant, Karim Park Kareem, Lahore, Punjab, Pakistan"
"TONES (Hair & Beauty Salon)","9","8","0","1","0","0","195 DD, Commercial Area",,"Beauty salon","31.4635507","74.3866184","4.6","54792","195 DD, Commercial Area, DHA Phase 4 Lahore, 54792, Pakistan"
"Irfan salon house","1","1","0","0","0","0","H7VX+652",,"Beauty salon","31.59253","74.2978468","5",,"H7VX+652, Karim Park Lahore, Punjab, Pakistan"
"INDIGO SALON & STUDIO","5","5","0","0","0","0","Plot 25 B",,"Beauty salon","31.4492662","74.3936772","5","54000","Plot 25 B, Block B Bankers Town, Lahore, Punjab 54000, Pakistan"
"Dua Beauty Salon","2","2","0","0","0","0","H7HX+V5M",,"Beauty salon","31.5797753","74.2980118","5",,"H7HX+V5M, Data Gunj Buksh Town, Lahore, Punjab, Pakistan"
"Emaan Beauty Salon","2","2","0","0","0","0","Plot C 60",,"Beauty salon","31.473442","74.3793535","5",,"Plot C 60, Sector Z DHA Phase 3, Lahore, Punjab, Pakistan"
"Samina Shine Beauty Salon","1","1","0","0","0","0","H8CC+Q64",,"Beauty salon","31.5719249","74.3207379","5","54000","H8CC+Q64, Gawalmandi, Lahore, Punjab 54000, Pakistan"
"Depilex Beauty Salon - DHA Ring Road","16","12","1","3","0","0","61/5, Sector A, BCHS, DHA Ring Road Interchange",,"Beauty salon","31.4505085","74.397422","4.2",,"61/5, Sector A, BCHS, DHA Ring Road Interchange, Lahore, Pakistan"
"Izza's Beauty Salon","6","5","0","1","0","0","H77Q+8RJ, Sanda Rd",,"Beauty salon","31.5633322","74.2895018","4.3","54000","H77Q+8RJ, Sanda Rd, Krishan Nagar Lahore, Punjab 54000, Pakistan"
"Farah Beauty Salon","2","2","0","0","0","0","41 Harilodge Street No.39",,"Beauty salon","31.5677218","74.2977542","5","54000","41 Harilodge Street No.39, Sant Nagar Islampura, Lahore, Punjab 54000, Pakistan"
"Hilarity Beauty Salon for Ladies","38","27","2","3","5","1","89 DD, CCA, Phase 4 DHA",,"Beauty salon","31.462664","74.3841548","4.3","54793","89 DD, CCA, Phase 4 DHA, cantt, Lahore, 54793, Pakistan"
"Ramzan Hair salon","1","1","0","0","0","0","H8XC+M7M, Unnamed Road",,"Hair salon","31.5992246","74.3206873","5",,"H8XC+M7M, Unnamed Road, Data Nagar Badami Bagh, Lahore, Punjab, Pakistan"
"Nadia Hussain Salon Dha Lahore","4","2","1","0","1","0","Plaza 38, DD CCA",,"Beauty salon","31.4637909","74.3846596","4.3","54000","Plaza 38, DD CCA, DHA Phase 4 Sector CCA Sector, Lahore, Punjab 54000, Pakistan"
"Hasnat Salon","12","8","1","1","0","2","Hasnat Salon, Minar-e-Pakistan, Plot 12 Ahmed Ali Rd, near Pizza burger hut",,"Beauty salon","31.5928289","74.3068882","4.1","54000","Hasnat Salon, Minar-e-Pakistan, Plot 12 Ahmed Ali Rd, near Pizza burger hut, Ravi Park Lahore, Punjab 54000, Pakistan"
"Glam Up Salon By AH","2","2","0","0","0","0","J778+2FF",,"Beauty salon","31.612702","74.2662235","5",,"J778+2FF, Begum Kot Shahdara Town, Shahdara, Lahore, Punjab, Pakistan"
"Subhan Allah Hair salon","1","1","0","0","0","0","J83F+92Q, Abu Bakar Rd",,"Hair salon","31.6034026","74.3226571","5",,"J83F+92Q, Abu Bakar Rd, Badami Bagh, Lahore, Punjab, Pakistan"
"Pink Bubbles by Maryam","0",,,,,,"First Floor Building Number 52 high street broadway, Barki Rd",,"Beauty salon","31.5304865","74.4543065",,"54000","First Floor Building Number 52 high street broadway, Barki Rd, Paragon City, Lahore, Punjab 54000, Pakistan"
"Red Rose Beauty Saloon","11","7","1","0","2","1","H8P2+PG7, Abdul Rehman Rd",,"Beauty salon","31.5867953","74.3012828","4.3",,"H8P2+PG7, Abdul Rehman Rd, Karim Park Lahore, Punjab, Pakistan"
"Makeup Glam","0",,,,,,"16-P",,"Beauty salon","31.5071026","74.442304",,,"16-P, DHA Phase 8 - Ex Air Avenue Lahore, Punjab, Pakistan"
"Merry Beauty Saloon","2","2","0","0","0","0","abdali chowk, Bilal Ahmed St",,"Beauty salon","31.5688434","74.2901753","5","54000","abdali chowk, Bilal Ahmed St, Islampura, Lahore, Punjab 54000, Pakistan"
"Ideal Beauty Saloon","0",,,,,,"GC36+74W",,"Beauty salon","31.5032345","74.4103297",,,"GC36+74W, Block E Block B Divine Gardens, Lahore, Punjab, Pakistan"
"Rose Stylish Salon","1","0","1","0","0","0","6 Dev Samaj Road",,"Beauty salon","31.570127","74.3004144","4","54000","6 Dev Samaj Road, Sant Nagar Islampura, Lahore, Punjab 54000, Pakistan"
"Beauty Lavish By INM","0",,,,,,"GCGW+PP8",,"Beauty salon","31.5267845","74.4468144",,,"GCGW+PP8, Imperial Garden Homes Paragon City, Lahore, Punjab, Pakistan"
"Style 4 She Beauty Salon","3","3","0","0","0","0","phase 2, Al Rehman garden, 405 J Block, Street 7",,"Beauty salon","31.5930563","74.2442074","5",,"phase 2, Al Rehman garden, 405 J Block, Street 7, Lahore, Pakistan"
"Mahnoor beauty parlour","0",,,,,,"E-210 Airport Rd",,"Beauty salon","31.5188021","74.423661",,,"E-210 Airport Rd, Gulshan Ali Colony Cantt, Lahore, Punjab, Pakistan"
"Insha beauty salon","2","1","1","0","0","0","3 Old Ravi Bridge",,"Beauty salon","31.6156387","74.2903408","4.5",,"3 Old Ravi Bridge, Shahdara Town, Shahdara, Lahore, Punjab, Pakistan"
"Al-safeerah ladies salon and training intitute","0",,,,,,"Plaza no 9 mezanine floor, braodway commercial Barki Rd",,"Beauty salon","31.5312269","74.4530444",,"54000","Plaza no 9 mezanine floor, braodway commercial Barki Rd, Paragon City, Lahore, Punjab 54000, Pakistan"
"Pink Rose Beauty Salon","2","1","1","0","0","0","Dev Samaj Road, House # 1 Street Number 3",,"Beauty salon","31.5700818","74.2996272","4.5","54000","Dev Samaj Road, House # 1 Street Number 3, Sant Nagar St Nagar, Lahore, Punjab 54000, Pakistan"
"Samreen Beauty Saloon, Girls Hostel & Training Institute.","8","6","0","1","1","0","H#13 Rabbani Rd, near Police Station",,"Beauty salon","31.5647483","74.3083741","4.3","54000","H#13 Rabbani Rd, near Police Station, Old Anarkali Lahore, Punjab 54000, Pakistan"
"Karachi Beauty Salon","1","1","0","0","0","0","Lahore garden Housing Schemes Gate, 1 Lahore-Jaranwala Rd",,"Beauty salon","31.5961163","74.2127373","5",,"Lahore garden Housing Schemes Gate, 1 Lahore-Jaranwala Rd, Kot Nur Sha, Sheikhupura, Punjab, Pakistan"
"Multan hair cutting","1","1","0","0","0","0","H7RW+MVG",,"Hair removal service","31.5912942","74.297465","5",,"H7RW+MVG, Karim Park Lahore, Punjab, Pakistan"
"Shahbaz Salon","4","3","0","0","0","1","H7RX+865",,"Beauty salon","31.5907705","74.298094","4.3",,"H7RX+865, Karim Park Lahore, Punjab, Pakistan"
"Salon Y","12","6","2","2","1","1","172 Y COMMERCIAL، Phase 3، DHA",,"Beauty salon","31.4720019","74.3778543","3.8","54792","172 Y COMMERCIAL، Phase 3، DHA, Sector Y DHA Phase 3, Lahore, Punjab 54792, Pakistan"
"New Prince Hair Salon","8","6","2","0","0","0","Quenchi",,"Beauty salon","31.4649595","74.355035","4.8",,"Quenchi, Amar Sidhu Nishtar Town, Lahore, Punjab, Pakistan"
"Bushra's Salon","24","19","1","3","1","0","F9R9+H66",,"Beauty salon","31.4914118","74.3680044","4.4",,"F9R9+H66, Madina Colony, Lahore, Punjab, Pakistan"
"Hajveri Hair Salon","1","1","0","0","0","0","Shop, Rana Plaza 541/E Commercial, Street 1, near Check Post PCHS",,"Hairdresser","31.4553801","74.3676219","5","50008","Shop, Rana Plaza 541/E Commercial, Street 1, near Check Post PCHS, Lahore, 50008, Pakistan"
"Zee Salon - for Men","22","14","1","7","0","0","269-Y Commercial Area",,"Hair salon","31.4718253","74.3730127","3.7","54792","269-Y Commercial Area, Sector Y DHA Phase 3, Lahore, Punjab 54792, Pakistan"
"Rida's Salon & SPA For men","7","4","0","0","3","0","121-Y Block",,"Beauty salon","31.4731738","74.3763915","4.1","54000","121-Y Block, Sector Y DHA Phase 3, Lahore, Punjab 54000, Pakistan"
"White Salon","13","6","6","0","1","0","36 CC, Commercial Area",,"Hair salon","31.461903","74.4141234","4.4","54810","36 CC, Commercial Area, Sector C Phase 5 D.H.A, Lahore, Punjab 54810, Pakistan"
"Rachel Khan Salon","11","10","0","1","0","0","60G basement H block , street 123, Commercial market، next to Mahfooz Jewelers",,"Beauty salon","31.4851806","74.3975422","4.6","54000","60G basement H block , street 123, Commercial market، next to Mahfooz Jewelers, Sector L Dha Phase 1, Lahore, Punjab 54000, Pakistan"
"Scissors - Men's Grooming Lounge (Hair Salon)","47","27","14","2","3","1","F9MW+7CR, Street 149",,"Beauty salon","31.4832494","74.3960237","4.3",,"F9MW+7CR, Street 149, Sector L Dha Phase 1, Lahore, Punjab, Pakistan"
"Ballys salon","13","8","4","1","0","0","Plot 25",,"Beauty salon","31.4850049","74.3927468","4.4",,"Plot 25, Sector F Dha Phase 1, Lahore, Punjab, Pakistan"
"Asad Salon","5","4","1","0","0","0","F9PH+JM9, streets 11",,"Beauty salon","31.4865453","74.3792421","4.8",,"F9PH+JM9, streets 11, Iqbal Park Lahore, Punjab, Pakistan"
"Aman’s Final Cut & Salon","1","1","0","0","0","0","294 Commercial Area",,"Beauty salon","31.4715516","74.3723147","5",,"294 Commercial Area, Sector Y DHA Phase 3, Lahore, Punjab, Pakistan"
"GLASS GLOW HAIR SALOON","9","6","3","0","0","0","CCA، DD-PLAZA-8, BASEMENT",,"Beauty salon","31.4631633","74.3838053","4.7",,"CCA، DD-PLAZA-8, BASEMENT, DHA Phase 4 Sector CCA Dha Phase 4, Lahore, Punjab, Pakistan"
"Crystal Beauty Salon","17","12","0","1","4","0","FCX5+538, Shahid Iqbal Chughtai Rd",,"Beauty salon","31.4979101","74.4077158","4.3",,"FCX5+538, Shahid Iqbal Chughtai Rd, Ali Park Ali Park Lahore Cantt, Lahore, Punjab, Pakistan"
"Ali Teiseen Salon","19","15","3","1","0","0","Building no. 3 street no. 7 Block DD phase 4 DHA",,"Hairdresser","31.4634079","74.3830469","4.6","54792","Building no. 3 street no. 7 Block DD phase 4 DHA, Lahore, 54792, Pakistan"
"Seerat Beauty Salon","1","1","0","0","0","0","Street 9, behind General Hospital",,"Beauty salon","31.4684577","74.4164932","5","54760","Street 9, behind General Hospital, Sector D Tariqabad, Lahore, Punjab 54760, Pakistan"
"Depilex Beauty Salon","33","24","0","9","0","0","3 Taha Rd",,"Beauty salon","31.5990608","74.2262653","3.9",,"3 Taha Rd, Al Rehman Garden Phase 2, Lahore, Sheikhupura, Punjab, Pakistan"
"Head master salon","1","1","0","0","0","0","H79W+CMQ, Street 29",,"Hair salon","31.5685763","74.2967391","5","54000","H79W+CMQ, Street 29, Sant Nagar St Nagar, Lahore, Punjab 54000, Pakistan"
"asma salon makeup artist","2","2","0","0","0","0","house 131, Ravi Rd",,"Beauty salon","31.5893967","74.2990444","5",,"house 131, Ravi Rd, Karim Park block 2 Karim Park, Lahore, Punjab, Pakistan"
"Paragon beauty salon","5","1","2","2","0","0","Zahoor Din Road, Madina St",,"Beauty salon","31.5625407","74.2870219","3","54000","Zahoor Din Road, Madina St, Sanda Khurd Sanda, Lahore, Punjab 54000, Pakistan"
"Honey Beauty salon","3","2","0","1","0","0","H79X+247, Harilodge Street No.39",,"Beauty salon","31.5675383","74.2978077","3.7","54000","H79X+247, Harilodge Street No.39, Sant Nagar Islampura, Lahore, Punjab 54000, Pakistan"
"Marium Beauty Salon and Training Center","2","2","0","0","0","0","13 firdous park, Outfall Rd",,"Beauty salon","31.5729467","74.2962714","5",,"13 firdous park, Outfall Rd, Lahore, Pakistan"
"K.A salon","1","1","0","0","0","0","F block, bari park ke opp",,"Beauty salon","31.5931764","74.2288732","5",,"F block, bari park ke opp, Al Rehman Garden Phase 2, Lahore, Sheikhupura, Punjab, Pakistan"
